"year","month","haul_number","strata","meandepth","ptot","sqkm","W_sqkm"
1995,7,121,"A",15,NA,0.0405588,NA
1995,7,122,"A",43,NA,0.0433368,NA
1995,7,123,"A",38,NA,0.0433368,NA
1995,7,124,"A",47.5,40,0.0441702,0.905587930324065
1995,7,125,"A",44.5,NA,0.0441702,NA
1995,7,126,"B",76.5,NA,0.045837,NA
1995,7,127,"B",82,40,0.0466704,0.857074291199561
1995,7,128,"B",83,27,0.0466704,0.578525146559704
1995,7,129,"B",55.5,NA,0.0441702,NA
1995,7,130,"B",76,67,0.045837,1.46170124571852
1995,7,131,"B",77,NA,0.0466704,NA
1995,7,132,"C",114,144,0.0480594,2.99629208854043
1995,7,133,"C",137.5,193,0.048615,3.96996811683637
1995,7,134,"C",136.5,737,0.0480594,15.3351893698215
1995,7,135,"C",107.5,67,0.0480594,1.39410812452923
1995,7,136,"C",121.5,240,0.0512599,4.6820223995755
1995,7,137,"C",152.5,22,0.048615,0.452535225753368
1995,7,138,"C",101,NA,0.0477816,NA
1995,7,139,"D",223.5,522,0.0988968,5.2782294270391
1995,7,140,"D",255,NA,0.1039121,NA
1995,7,141,"D",234,NA,0.0988968,NA
1995,7,142,"D",297,NA,0.0994524,NA
1995,7,143,"E",592,NA,0.1050603,NA
1995,7,144,"E",575,NA,0.1084458,NA
1995,7,145,"E",553,NA,0.1016748,NA
1995,7,146,"E",553,1406,0.1016748,13.8284019245673
1995,6,75,"B",91.5,12,0.0477816,0.251142699281732
1995,6,76,"B",88.5,NA,0.0460488,NA
1995,6,77,"D",371.5,2894,0.1039121,27.8504620732331
1995,6,78,"E",552.5,NA,0.1016748,NA
1995,6,79,"C",186.5,569,0.048615,11.7042065206212
1995,6,80,"A",37.5,NA,0.0433368,NA
1995,6,81,"C",187.5,40,0.048615,0.822791319551579
1995,6,82,"D",313.5,NA,0.100008,NA
1995,6,83,"C",116,2037,0.0477816,42.631473203074
1995,6,84,"C",122,939,0.0477816,19.6519162187955
1995,6,85,"D",492.5,NA,0.1011192,NA
1995,6,86,"E",643.5,NA,0.1050603,NA
1995,6,87,"E",561.5,NA,0.1050603,NA
1995,6,88,"B",81.5,294,0.0466704,6.29949604031678
1995,6,89,"C",118,650,0.0445996,14.5741217410022
1995,6,90,"C",120,1673,0.0477816,35.0134779915281
1995,6,91,"E",660,NA,0.1016748,NA
1995,6,92,"D",371.5,NA,0.1005636,NA
1995,6,93,"C",149.5,4908,0.0512599,95.7473580713189
1995,6,94,"D",330,NA,0.1011192,NA
1995,6,95,"C",116,3080,0.0512599,60.0859541278855
1995,6,96,"D",373,NA,0.080899,NA
1995,6,97,"C",109,369,0.0445996,8.27361680373815
1995,6,98,"E",628.5,NA,0.1016748,NA
1995,6,99,"A",43,NA,0.0462228,NA
1996,7,1,"A",39,NA,0.0448096,NA
1996,7,10,"B",85.5,NA,0.0458193,NA
1996,7,100,"A",45.5,NA,0.0481229,NA
1996,7,101,"B",60,89,0.0473984,1.87770051309749
1996,7,102,"C",115.5,62,0.0495823,1.25044622778693
1996,7,103,"C",113.5,302,0.0507513,5.95058648743973
1996,7,104,"B",84.5,26,0.0426525,0.609577398745677
1996,7,105,"A",48.5,NA,0.0518259,NA
1996,7,106,"C",107.5,294,0.0510686,5.7569622037808
1996,7,107,"C",120,30,0.0507346,0.591312437665814
1996,7,108,"B",80.5,60,0.0482955,1.24235177190421
1996,7,109,"A",42,NA,0.0521479,NA
1996,7,11,"B",70.5,1100,0.0476721,23.0742929302464
1996,7,110,"C",127.5,832,0.0496491,16.7576048709846
1996,7,111,"C",113,70,0.046992,1.4896152536602
1996,7,112,"B",52,NA,0.0539994,NA
1996,7,113,"C",120.5,NA,0.048708,NA
1996,7,114,"B",51.5,39,0.0504896,0.772436303714032
1996,7,115,"A",44,NA,0.0421498,NA
1996,7,116,"E",543.5,NA,0.1009374,NA
1996,7,117,"A",48.5,NA,0.042994,NA
1996,7,118,"A",46,NA,0.045214,NA
1996,7,119,"A",30.5,NA,0.0444888,NA
1996,7,12,"B",82.5,NA,0.0459655,NA
1996,7,120,"A",28.5,NA,0.0416768,NA
1996,7,121,"A",16,NA,0.0437437,NA
1996,7,122,"A",43.5,NA,0.0438524,NA
1996,7,123,"A",39.5,NA,0.0438968,NA
1996,7,124,"A",47,NA,0.0460886,NA
1996,7,125,"A",45,NA,0.0463256,NA
1996,7,126,"B",73.5,NA,0.0473684,NA
1996,7,127,"B",71.5,NA,0.0476054,NA
1996,7,128,"B",73.5,54,0.0461104,1.17110239772372
1996,7,129,"B",54,NA,0.044454,NA
1996,7,13,"B",88,NA,0.0463841,NA
1996,7,130,"B",77.5,NA,0.047421,NA
1996,7,131,"B",77,67,0.048477,1.38209872723147
1996,7,132,"C",115.5,47,0.048807,0.962976622205831
1996,7,133,"C",131.5,415,0.047223,8.78809054909684
1996,7,134,"C",132,160,0.043131,3.70962880526767
1996,7,135,"C",119,NA,0.046662,NA
1996,7,136,"C",121.5,84,0.0476685,1.76216998646905
1996,7,137,"C",129.5,515,0.049098,10.4892256303719
1996,7,138,"C",171.5,126,0.048807,2.58159690208372
1996,7,139,"D",222,2750,0.070125,39.2156862745098
1996,7,14,"C",119,150,0.0477345,3.14238129654652
1996,7,140,"D",239,3400,0.0910233,37.3530733339705
1996,7,141,"D",233.5,3718,0.0895185,41.5333143428453
1996,7,142,"D",366,NA,0.058377,NA
1996,7,143,"E",541,NA,0.0889488,NA
1996,7,144,"E",536.5,NA,0.0971094,NA
1996,7,145,"E",537.5,NA,0.092046,NA
1996,7,146,"E",540,NA,0.0908628,NA
1996,7,15,"C",107.5,NA,0.0465365,NA
1996,7,16,"C",156,NA,0.0488241,NA
1996,7,17,"C",159,1000,0.053329,18.7515235612894
1996,7,18,"C",172.5,15,0.054366,0.27590773645293
1996,7,19,"C",162,200,0.0496691,4.02664835883879
1996,7,2,"A",39,1300,0.047173,27.5581370699341
1996,7,20,"C",143,850,0.0498719,17.043665871964
1996,7,21,"C",145,440,0.0517309,8.50555470714795
1996,7,22,"C",154,330,0.0431964,7.63952551601522
1996,7,23,"C",162.5,900,0.0512408,17.5641285850338
1996,7,24,"D",301,230,0.0933335,2.46428131378337
1996,7,25,"D",309.5,1350,0.0999594,13.5054832261898
1996,7,26,"D",296,2489,0.0940601,26.4618047397356
1996,7,27,"D",328.5,1600,0.092568,17.2845907873131
1996,7,28,"D",313,NA,0.0898216,NA
1996,7,29,"D",302.5,50,0.0928837,0.538307582492946
1996,7,3,"A",36.5,NA,0.044992,NA
1996,7,30,"D",292,15,0.0901676,0.166356873200573
1996,7,31,"D",282,100,0.0915516,1.09228020045526
1996,7,32,"E",530,NA,0.0939426,NA
1996,7,33,"E",537,NA,0.0947604,NA
1996,7,34,"E",511.5,NA,0.0682428,NA
1996,7,35,"E",540,NA,0.0738282,NA
1996,7,36,"E",560,NA,0.1001892,NA
1996,7,37,"E",521,NA,0.093873,NA
1996,7,38,"E",517.5,NA,0.0939426,NA
1996,7,39,"E",511,30,0.0931248,0.322148342868924
1996,7,4,"B",79,380,0.0471247,8.06371181142798
1996,7,40,"E",537,NA,0.0935772,NA
1996,7,5,"B",79,150,0.0439714,3.41130825945956
1996,7,6,"B",89,1100,0.0468027,23.5029175667216
1996,7,7,"B",86.5,NA,0.0465775,NA
1996,6,75,"B",90.5,33,0.0440055,0.749906261717285
1996,6,76,"B",90,1235,0.047256,26.1342475029626
1996,6,77,"D",407.5,1176,0.0986232,11.9241720000973
1996,6,78,"E",510,NA,0.0959436,NA
1996,6,79,"D",237.5,176,0.0523392,3.36268036194669
1996,7,8,"B",77.5,950,0.0471891,20.1317677175449
1996,7,80,"A",40.5,NA,0.0487186,NA
1996,6,81,"C",179,162,0.0476956,3.39653972274172
1996,6,82,"D",282,425,0.0910194,4.66933422984551
1996,6,83,"C",122.5,523,0.0524714,9.96733458607928
1996,6,84,"C",122,182,0.0486972,3.73738120466885
1996,6,85,"D",473,NA,0.0905322,NA
1996,6,86,"E",565,NA,0.1029384,NA
1996,6,87,"E",510,NA,0.0938208,NA
1996,6,88,"B",86.5,41,0.0458865,0.893508984123871
1996,6,89,"C",119.5,2371,0.0524745,45.1838512039181
1996,7,9,"B",88,1400,0.048248,29.0167468081579
1996,6,90,"C",124,190,0.0402896,4.71585719391605
1996,6,91,"E",511,NA,0.097005,NA
1996,6,92,"D",312,44,0.0946386,0.464926573300957
1996,7,93,"C",121.5,183,0.0493986,3.70455842878138
1996,6,94,"D",392.5,1018,0.0944298,10.7804951403053
1996,7,95,"C",122.5,4084,0.045758,89.2521526290485
1996,6,96,"D",392.5,NA,0.0899058,NA
1996,7,97,"C",107.5,700,0.0486972,14.3745430948802
1996,6,98,"E",547.5,NA,0.0904278,NA
1996,7,99,"A",44,NA,0.0486864,NA
1997,8,1,"A",43.5,NA,0.0353604,NA
1997,7,10,"B",90,NA,0.0427845,NA
1997,7,100,"A",45,NA,0.0438924,NA
1997,7,101,"B",63.5,308,0.0447258,6.88640560929039
1997,7,102,"C",115,525,0.0430438,12.1968785283827
1997,7,103,"C",114.5,98,0.0433031,2.26311742115461
1997,7,104,"B",86,NA,0.0443025,NA
1997,7,105,"B",53,NA,0.0482848,NA
1997,7,106,"C",109,NA,0.0461148,NA
1997,7,107,"C",120.5,NA,0.0463926,NA
1997,7,108,"B",77,NA,0.045837,NA
1997,7,109,"A",41,NA,0.043059,NA
1997,7,11,"B",90,NA,0.0427845,NA
1997,7,110,"C",112,NA,0.045837,NA
1997,7,111,"C",112.5,NA,0.0461148,NA
1997,7,112,"B",52.5,NA,0.0409694,NA
1997,7,113,"C",118.5,NA,0.0461148,NA
1997,7,114,"B",52,NA,0.0438924,NA
1997,7,115,"A",44.5,NA,0.0409694,NA
1997,7,116,"E",542.5,NA,0.0725058,NA
1997,7,117,"A",48,124,0.042423,2.9229427433232
1997,7,118,"A",46.5,NA,0.0409694,NA
1997,7,119,"A",31.5,NA,0.0401915,NA
1997,8,12,"B",94.5,NA,0.04025,NA
1997,7,120,"A",28.5,NA,0.0459265,NA
1997,7,121,"A",17,NA,0.0394136,NA
1997,7,122,"A",44,NA,0.0468154,NA
1997,7,123,"A",40.5,NA,0.0468154,NA
1997,7,124,"A",47.5,NA,0.0453618,NA
1997,7,125,"A",45,2,0.0438924,0.0455659749751665
1997,7,126,"B",74,NA,0.0482969,NA
1997,7,127,"B",72,NA,0.0427845,NA
1997,7,128,"B",74,NA,0.0427845,NA
1997,7,129,"B",53,NA,0.0416175,NA
1997,8,13,"B",89,755,0.0477043,15.8266655207183
1997,7,130,"B",77.5,NA,0.0427845,NA
1997,7,131,"B",77.5,114,0.0427845,2.6645163552221
1997,7,132,"C",119.5,46,0.0448395,1.02588119849686
1997,7,133,"C",130.5,NA,0.0463926,NA
1997,7,134,"C",131,163,0.0433031,3.76416469028776
1997,7,135,"C",120.5,NA,0.0433031,NA
1997,7,136,"C",121.5,NA,0.0430438,NA
1997,7,137,"C",119.5,NA,0.0430438,NA
1997,7,138,"C",116,NA,0.0430438,NA
1997,7,139,"D",222.5,NA,0.0688788,NA
1997,8,14,"C",116,NA,0.0430438,NA
1997,7,140,"D",238,36,0.0886806,0.405951245255445
1997,7,141,"D",233.5,517,0.0955632,5.41003231369397
1997,7,142,"D",399,2000,0.0902364,22.1640047696938
1997,7,143,"E",535,NA,0.0902364,NA
1997,7,144,"E",542,NA,0.0902364,NA
1997,7,145,"E",540,3600,0.1031124,34.9133566864897
1997,7,146,"E",540.5,NA,0.0902364,NA
1997,8,15,"C",106.5,21,0.0461148,0.455385255926514
1997,7,16,"C",157,1046,0.0438217,23.8694528053453
1997,7,17,"C",160.5,273,0.0438217,6.22979026372779
1997,7,18,"C",174.5,NA,0.044081,NA
1997,7,19,"C",163.5,3266,0.044081,74.0908781561217
1997,8,2,"A",41,NA,0.0624258,NA
1997,7,20,"C",155,NA,0.044081,NA
1997,7,21,"C",171.5,NA,0.044081,NA
1997,7,22,"C",168.5,NA,0.0438217,NA
1997,7,23,"C",156,NA,0.0438217,NA
1997,8,24,"D",298.5,811,0.0961188,8.43747529099406
1997,8,25,"D",309,356,0.0961188,3.70374994277914
1997,8,26,"D",295.5,125,0.0897178,1.39325752526255
1997,8,27,"D",329.5,1113,0.0934554,11.909424174526
1997,8,28,"D",312.5,173,0.0865,2
1997,8,29,"D",305,NA,0.0897178,NA
1997,8,3,"A",37,NA,0.0401915,NA
1997,8,30,"D",314.5,NA,0.0897178,NA
1997,8,31,"D",297.5,NA,0.0897178,NA
1997,8,32,"E",528,NA,0.0902364,NA
1997,7,33,"E",534,NA,0.0902364,NA
1997,7,34,"E",517,NA,0.0934554,NA
1997,7,35,"E",536,NA,0.0902364,NA
1997,8,36,"E",543,NA,0.0966744,NA
1997,8,37,"E",509.5,NA,0.0827022,NA
1997,8,38,"E",525,NA,0.0902364,NA
1997,8,39,"E",516.5,NA,0.0902364,NA
1997,8,4,"B",81,2358,0.0443025,53.2249873031996
1997,8,40,"E",522.5,309,0.0902364,3.4243387369177
1997,8,5,"B",80,1195,0.0422659,28.273383507745
1997,8,6,"B",93,1771,0.0427845,41.3934953078802
1997,8,7,"B",87.5,162,0.0417473,3.8804904748331
1997,6,75,"B",90.5,30,0.045837,0.654493095097847
1997,6,76,"B",90.5,NA,0.045837,NA
1997,6,77,"D",406.5,25,0.0902364,0.277050059621173
1997,6,78,"E",503.5,NA,0.0902364,NA
1997,6,79,"C",120.5,620,0.0430438,14.4039327382805
1997,8,8,"B",77,NA,0.0422659,NA
1997,7,80,"A",42,NA,0.0409694,NA
1997,6,81,"C",181,NA,0.044081,NA
1997,6,82,"D",281,122,0.0897178,1.35981934465624
1997,6,83,"C",122.5,854,0.0448395,19.0457074677461
1997,6,84,"C",120.5,NA,0.0461148,NA
1997,7,85,"D",470.5,732,0.0902364,8.11202574570794
1997,7,86,"E",530,NA,0.0902364,NA
1997,7,87,"E",529.5,304,0.0902364,3.36892872499346
1997,6,88,"B",87.5,NA,0.0452814,NA
1997,7,89,"C",123,838,0.0453765,18.4677090564499
1997,7,9,"B",92,NA,0.0427845,NA
1997,7,90,"C",123.5,906,0.0438217,20.6746885675362
1997,7,91,"E",509,8,0.0902364,0.0886560190787753
1997,7,92,"D",318,347,0.0897178,3.86768289012883
1997,7,93,"C",121.5,923,0.0433031,21.3148712216908
1997,7,94,"D",299.5,NA,0.0897178,NA
1997,7,95,"C",121.5,5852,0.0463926,126.140806939038
1997,7,96,"D",363.5,NA,0.0902364,NA
1997,7,97,"C",108.5,215,0.0494821,4.34500556766992
1997,7,98,"E",534,NA,0.0902364,NA
1997,7,99,"A",48,NA,0.042423,NA
1998,6,1,"A",42.5,NA,0.0325322,NA
1998,7,10,"B",89,700,0.0488895,14.3180028431463
1998,6,100,"A",43,NA,0.0438924,NA
1998,6,101,"B",61,NA,0.0432285,NA
1998,6,102,"C",115,280,0.0430438,6.50500188180412
1998,6,103,"C",115,NA,0.0614864,NA
1998,6,104,"B",84.5,500,0.045837,10.9082182516308
1998,6,105,"B",53,NA,0.0438924,NA
1998,6,106,"C",107,304,0.0461148,6.59224370484096
1998,6,107,"C",118,40,0.0479457,0.834277109313244
1998,6,108,"B",66,NA,0.042423,NA
1998,6,109,"A",44,NA,0.0459265,NA
1998,7,11,"B",89.5,NA,0.0443025,NA
1998,6,110,"C",112,150,0.0476586,3.14738578136999
1998,6,111,"C",111,10,0.0461148,0.216850121869769
1998,6,112,"B",55,800,0.0447258,17.8867678163387
1998,6,113,"C",121,124,0.0479457,2.58625903887106
1998,6,114,"B",53,NA,0.0438924,NA
1998,6,115,"A",41.5,NA,0.0459265,NA
1998,6,116,"E",521.5,NA,0.0623094,NA
1998,6,117,"A",42.5,NA,0.0438924,NA
1998,6,118,"A",43,NA,0.0438924,NA
1998,6,119,"A",30.5,NA,0.043059,NA
1998,6,12,"B",96.5,NA,0.045837,NA
1998,6,120,"A",30,NA,0.043059,NA
1998,6,121,"A",23,NA,0.0450376,NA
1998,6,122,"A",44,NA,0.036577,NA
1998,6,123,"A",43,NA,0.042423,NA
1998,6,124,"A",45.5,NA,0.0409694,NA
1998,6,125,"A",46,34,0.0438924,0.774621574577831
1998,6,126,"B",62,NA,0.0447258,NA
1998,6,127,"B",69.5,28,0.0447258,0.626036873571853
1998,6,128,"B",74.5,84,0.0452814,1.85506631862089
1998,6,129,"B",53,56,0.0468154,1.19618757930083
1998,6,13,"B",86,2200,0.0452814,48.5850702495948
1998,6,130,"B",77,NA,0.0452814,NA
1998,6,131,"B",76,NA,0.0452814,NA
1998,6,132,"C",118.5,14,0.0463926,0.301772265404396
1998,6,133,"C",129.5,198,0.0463926,4.26792203929075
1998,6,134,"C",118,NA,0.0463926,NA
1998,6,135,"C",123,NA,0.0463926,NA
1998,6,136,"C",112,65,0.0461148,1.4095257921535
1998,6,137,"C",114,NA,0.0461148,NA
1998,6,138,"C",112.5,221,0.0461148,4.79238769332188
1998,6,139,"D",228.5,758,0.0950076,7.97830910369276
1998,6,14,"C",115,NA,0.044571,NA
1998,6,140,"D",233.5,NA,0.0675621,NA
1998,6,141,"D",223.5,16,0.0740632,0.216031713455535
1998,6,142,"D",413.5,NA,0.0966744,NA
1998,6,143,"E",537,NA,0.0902364,NA
1998,6,144,"E",508,NA,0.0934554,NA
1998,6,145,"E",535,2200,0.0700872,31.3894691184696
1998,6,146,"E",536.5,NA,0.0778824,NA
1998,6,15,"C",103,NA,0.0430438,NA
1998,7,16,"C",155.5,8,0.0453765,0.176302711756085
1998,7,17,"C",161.5,NA,0.0469482,NA
1998,7,18,"C",176.5,NA,0.050371,NA
1998,7,19,"C",153.5,NA,0.0469482,NA
1998,6,2,"A",41.5,730,0.0459265,15.89496260329
1998,7,20,"C",156.5,NA,0.0485199,NA
1998,7,21,"C",174.5,NA,0.047226,NA
1998,7,22,"C",170,NA,0.048807,NA
1998,7,23,"C",147,NA,0.0453765,NA
1998,6,24,"D",286.5,NA,0.0897178,NA
1998,6,25,"D",305.5,76,0.0961188,0.790688190031503
1998,6,26,"D",294,90,0.0929183,0.968592839085519
1998,7,27,"D",329,NA,0.0865,NA
1998,7,28,"D",308.5,NA,0.0865,NA
1998,7,29,"D",301,NA,0.0774348,NA
1998,6,3,"A",37,1460,0.1507065,9.68770424633311
1998,7,30,"D",319,NA,0.080099,NA
1998,7,31,"D",295.5,NA,0.0961188,NA
1998,6,32,"E",547,NA,0.0966744,NA
1998,6,33,"E",523,NA,0.0902364,NA
1998,6,34,"E",550.5,NA,0.0902364,NA
1998,6,35,"E",535.5,NA,0.0902364,NA
1998,7,36,"E",524.5,NA,0.0966744,NA
1998,7,37,"E",508,NA,0.0934554,NA
1998,7,38,"E",513.5,NA,0.0934554,NA
1998,7,39,"E",513,NA,0.0966744,NA
1998,6,4,"B",81,101,0.0452814,2.23049640691321
1998,7,40,"E",529.5,120,0.080562,1.48953600953303
1998,6,5,"B",79,332,0.0452814,7.33192878312066
1998,6,6,"B",67,1329,0.0447258,29.7143930348926
1998,6,7,"B",87.5,2500,0.0437655,57.1226194148359
1998,6,75,"B",91,290,0.045837,6.32676658594585
1998,6,76,"B",92,330,0.045837,7.19942404607631
1998,6,77,"D",387.5,10,0.0966744,0.103440000662016
1998,6,78,"E",525.5,NA,0.0966744,NA
1998,6,79,"C",119,3250,0.0463926,70.0542758974492
1998,6,8,"B",78,2300,0.0422659,54.4173908517268
1998,6,80,"A",37,NA,0.0438924,NA
1998,6,81,"C",145.5,1328,0.0453765,29.2662501515101
1998,6,82,"D",320,NA,0.0923812,NA
1998,6,83,"C",120,366,0.044571,8.21161741939826
1998,6,84,"C",114,980,0.0430438,22.7675065863144
1998,6,85,"D",445,134,0.0669726,2.00081824507336
1998,6,86,"E",533,NA,0.0934554,NA
1998,6,87,"E",554.5,6,0.0966744,0.0620640003972096
1998,6,88,"B",91.5,NA,0.0437655,NA
1998,6,89,"C",129.5,574,0.044571,12.8783289582913
1998,6,9,"B",93.5,446,0.045837,9.73013068045466
1998,6,90,"C",120,472,0.0494821,9.53880292065211
1998,6,91,"E",588,NA,0.0934554,NA
1998,6,92,"D",360,72,0.0993193,0.724934630026591
1998,6,93,"C",117.5,1504,0.0463926,32.418963369158
1998,6,94,"D",321.5,NA,0.080099,NA
1998,6,95,"C",119.5,2274,0.0463926,49.0164379663998
1998,6,96,"D",355,592,0.0961188,6.15904484866644
1998,6,97,"C",109,450,0.0463926,9.69982281656988
1998,6,98,"E",552.5,NA,0.0644496,NA
1998,6,99,"A",38.5,NA,0.036577,NA
1999,8,1,"A",42,NA,0.0438924,NA
1999,8,10,"B",86.5,NA,0.0427845,NA
1999,7,100,"A",34.5,NA,0.0453618,NA
1999,8,101,"B",63.5,60,0.0447258,1.3415075862254
1999,8,102,"C",113.5,2536,0.0476586,53.2118022770287
1999,8,103,"C",115,NA,0.0461148,NA
1999,8,104,"B",96,96,0.045837,2.09437790431311
1999,7,105,"B",58,158,0.0438924,3.59971202303816
1999,7,106,"C",107,87,0.0461148,1.88659606026699
1999,8,107,"C",115,406,0.0494821,8.20498725801856
1999,7,108,"B",63.5,NA,0.042423,NA
1999,7,109,"A",28.5,NA,0.0416175,NA
1999,8,11,"B",86.5,2236,0.0427845,52.2619172831282
1999,7,110,"C",111.5,271,0.0430438,6.29591253560327
1999,7,111,"C",110,34,0.044571,0.762827847703664
1999,7,112,"B",58.5,NA,0.0432285,NA
1999,7,113,"C",118,NA,0.0433031,NA
1999,7,114,"B",56.5,NA,0.0438924,NA
1999,7,115,"A",42.5,NA,0.043059,NA
1999,8,116,"E",521.5,NA,0.0934554,NA
1999,7,117,"A",45.5,NA,0.042423,NA
1999,7,118,"A",45,NA,0.042423,NA
1999,7,119,"B",56.5,NA,0.043059,NA
1999,8,12,"B",95.5,NA,0.0387688,NA
1999,8,120,"A",21,NA,0.043059,NA
1999,7,121,"A",24,NA,0.0422256,NA
1999,7,122,"A",35.5,NA,0.0438924,NA
1999,7,123,"A",43.5,NA,0.0438924,NA
1999,8,124,"A",40,NA,0.0438924,NA
1999,7,125,"A",45,NA,0.0438924,NA
1999,7,126,"B",68.5,NA,0.0432285,NA
1999,7,127,"B",70,322,0.0417473,7.71307365985345
1999,7,128,"B",71.5,NA,0.0437655,NA
1999,8,129,"A",46.5,NA,0.0438924,NA
1999,8,13,"B",85.5,515,0.04025,12.7950310559006
1999,7,130,"B",77,142,0.0452814,3.13594544338293
1999,7,131,"B",77,NA,0.0437655,NA
1999,8,132,"C",125,1570,0.0463926,33.8416040489216
1999,8,133,"C",131,738,0.0463926,15.9077094191746
1999,8,134,"C",116,51,0.0448395,1.13739002442043
1999,7,135,"C",122.5,54,0.0463926,1.16397873798839
1999,7,136,"C",113.5,NA,0.0461148,NA
1999,7,137,"C",115.5,120,0.0461148,2.60220146243722
1999,7,138,"C",110,NA,0.044571,NA
1999,8,139,"D",231,2150,0.0950076,22.6297685658832
