"","year","haul_number","stratum","Val_haul","month"
"94",1996,89,"C",550,6
"95",1996,90,"C",145,6
"96",1996,92,"D",105,6
"97",1996,93,"C",210,7
"98",1996,94,"D",425,6
"99",1996,95,"C",490,7
"100",1996,97,"C",300,7
"101",1996,101,"B",135,7
"102",1996,102,"C",145,7
"103",1996,103,"C",260,7
"104",1996,104,"B",115,7
"105",1996,106,"C",285,7
"106",1996,107,"C",135,7
"107",1996,108,"B",155,7
"108",1996,110,"C",460,7
"109",1996,111,"C",130,7
"110",1996,114,"B",125,7
"111",1996,128,"B",130,7
"112",1996,131,"B",125,7
"113",1996,132,"C",150,7
"114",1996,133,"C",255,7
"115",1996,134,"C",195,7
"116",1996,136,"C",135,7
"117",1996,137,"C",380,7
"118",1996,138,"C",225,7
"119",1996,139,"D",570,7
"120",1996,140,"D",620,7
"121",1996,141,"D",645,7
"122",1997,4,"B",460,8
"123",1997,5,"B",435,8
"124",1997,6,"B",330,8
"125",1997,7,"B",205,8
"126",1997,13,"B",285,8
"127",1997,15,"C",115,8
"128",1997,16,"C",400,7
"129",1997,17,"C",265,7
"130",1997,19,"C",565,7
"131",1997,24,"D",360,8
"132",1997,25,"D",310,8
"133",1997,26,"D",205,8
"134",1997,27,"D",385,8
"135",1997,28,"D",245,8
"136",1997,40,"E",315,8
"137",1997,75,"B",140,6
"138",1997,77,"D",95,6
"139",1997,79,"C",355,6
"140",1997,82,"D",200,6
"141",1997,83,"C",245,6
"142",1997,85,"D",370,7
"143",1997,87,"E",300,7
"144",1997,89,"C",300,7
"145",1997,90,"C",335,7
"146",1997,91,"E",95,7
"147",1997,92,"D",230,7
"148",1997,93,"C",290,7
"149",1997,95,"C",675,7
"150",1997,97,"C",230,7
"151",1997,101,"B",275,7
"152",1997,102,"C",280,7
"153",1997,103,"C",160,7
"154",1997,117,"A",170,7
"155",1997,125,"A",50,7
"156",1997,131,"B",205,7
"157",1997,132,"C",150,7
"158",1997,134,"C",215,7
"159",1997,140,"D",120,7
"160",1997,141,"D",345,7
"161",1997,142,"D",555,7
"162",1997,145,"E",645,7
"163",1998,2,"A",340,6
"164",1998,3,"A",465,6
"165",1998,4,"B",205,6
"166",1998,5,"B",250,6
"167",1998,6,"B",425,6
"168",1998,7,"B",565,6
"169",1998,8,"B",565,6
"170",1998,9,"B",330,6
"171",1998,10,"B",390,7
"172",1998,13,"B",500,6
"173",1998,16,"C",85,7
"174",1998,25,"D",195,6
"175",1998,26,"D",200,6
"176",1998,40,"E",215,7
"177",1998,75,"B",240,6
"178",1998,76,"B",290,6
"179",1998,77,"D",95,6
"180",1998,79,"C",355,6
"181",1998,81,"C",395,6
"182",1998,83,"C",235,6
"183",1998,84,"C",300,6
"184",1998,85,"D",240,6
"185",1998,87,"E",75,6
"186",1998,89,"C",375,6
"187",1998,90,"C",280,6
"188",1998,92,"D",200,6
"189",1998,93,"C",315,6
"190",1998,95,"C",335,6
"191",1998,96,"D",335,6
"192",1998,97,"C",250,6
"193",1998,102,"C",270,6
"194",1998,104,"B",315,6
"195",1998,106,"C",275,6
"196",1998,107,"C",130,6
"197",1998,110,"C",230,6
"198",1998,111,"C",105,6
"199",1998,112,"B",375,6
"200",1998,113,"C",220,6
"201",1998,125,"A",145,6
"202",1998,127,"B",130,6
"203",1998,128,"B",160,6
"204",1998,129,"B",150,6
"205",1998,132,"C",105,6
"206",1998,133,"C",220,6
"207",1998,136,"C",120,6
"208",1998,138,"C",255,6
"209",1998,139,"D",330,6
"210",1998,141,"D",100,6
"211",1998,145,"E",555,6
"212",1999,7,"B",615,8
"213",1999,9,"B",290,8
"214",1999,11,"B",550,8
"215",1999,13,"B",340,8
"216",1999,14,"C",210,8
"217",1999,15,"B",205,8
"218",1999,16,"C",265,8
"219",1999,17,"C",240,8
"220",1999,19,"C",545,8
"221",1999,20,"C",295,8
"222",1999,21,"C",215,8
"223",1999,22,"C",320,8
"224",1999,23,"C",325,8
"225",1999,24,"D",695,8
"226",1999,25,"D",345,8
"227",1999,26,"D",275,8
"228",1999,28,"D",195,8
"229",1999,31,"D",135,8
"230",1999,34,"E",345,8
"231",1999,36,"E",275,8
"232",1999,40,"E",385,8
"233",1999,75,"B",275,8
"234",1999,76,"B",180,8
"235",1999,77,"D",145,8
"236",1999,79,"C",380,8
"237",1999,82,"D",265,8
"238",1999,84,"C",355,8
"239",1999,85,"D",475,8
"240",1999,86,"E",550,8
"241",1999,88,"B",165,8
"242",1999,89,"C",350,8
"243",1999,90,"C",335,8
"244",1999,92,"D",280,8
"245",1999,93,"C",255,8
"246",1999,94,"D",280,8
"247",1999,95,"C",325,8
"248",1999,96,"D",275,8
"249",1999,101,"B",165,8
"250",1999,102,"C",545,8
"251",1999,104,"B",170,8
"252",1999,105,"B",190,7
"253",1999,106,"C",155,7
"254",1999,107,"C",165,8
"255",1999,110,"C",280,7
"256",1999,111,"C",140,7
"257",1999,127,"B",185,7
"258",1999,130,"B",150,7
"259",1999,132,"C",485,8
"260",1999,133,"C",335,8
"261",1999,134,"C",140,8
"262",1999,135,"C",155,7
"263",1999,137,"C",150,7
"264",1999,139,"D",525,8
"265",1999,141,"D",280,8
"266",1999,146,"E",665,8
"267",2000,1,"A",255,7
"268",2000,2,"A",345,7
"269",2000,3,"A",175,7
"270",2000,4,"B",265,7
"271",2000,6,"B",375,7
"272",2000,7,"B",305,6
"273",2000,8,"B",235,7
"274",2000,11,"B",635,7
"275",2000,12,"B",140,7
"276",2000,13,"B",575,7
"277",2000,14,"C",395,6
"278",2000,15,"C",265,6
"279",2000,16,"C",195,6
"280",2000,19,"C",525,7
"281",2000,22,"C",415,7
"282",2000,23,"C",355,7
"283",2000,25,"D",215,6
"284",2000,26,"D",600,6
"285",2000,27,"D",225,6
"286",2000,31,"D",320,7
"287",2000,37,"E",275,6
"288",2000,39,"E",425,7
"289",2000,77,"D",285,6
"290",2000,78,"E",85,6
"291",2000,79,"C",395,6
"292",2000,80,"A",145,6
"293",2000,81,"C",275,6
"294",2000,82,"D",335,6
"295",2000,83,"C",250,6
"296",2000,84,"C",255,6
"297",2000,85,"D",185,6
"298",2000,86,"E",325,6
"299",2000,88,"B",240,6
"300",2000,89,"C",315,6
"301",2000,90,"C",135,6
"302",2000,93,"C",255,6
"303",2000,94,"D",80,6
"304",2000,95,"C",355,6
"305",2000,96,"D",1185,6
"306",2000,97,"C",250,6
"307",2000,102,"C",335,6
"308",2000,103,"C",315,6
"309",2000,106,"C",260,6
"310",2000,107,"C",260,6
"311",2000,108,"B",250,6
"312",2000,110,"C",225,6
"313",2000,111,"C",250,6
"314",2000,131,"B",285,5
"315",2000,132,"C",175,6
"316",2000,133,"C",90,6
"317",2000,134,"C",255,6
"318",2000,135,"C",245,6
"319",2000,136,"C",250,6
"320",2000,137,"C",240,6
"321",2000,138,"C",230,6
"322",2000,142,"D",305,6
"323",2001,6,"B",195,7
"324",2001,7,"B",255,7
"325",2001,10,"B",175,7
"326",2001,11,"B",345,7
"327",2001,13,"B",535,7
"328",2001,15,"C",205,7
"329",2001,19,"C",225,7
"330",2001,20,"C",315,7
"331",2001,21,"C",60,7
"332",2001,22,"C",250,7
"333",2001,23,"C",340,7
"334",2001,25,"D",235,6
"335",2001,26,"D",195,7
"336",2001,27,"D",315,7
"337",2001,33,"D",325,7
"338",2001,35,"E",405,7
"339",2001,75,"B",315,6
"340",2001,76,"B",115,6
"341",2001,79,"C",280,6
"342",2001,81,"C",305,6
"343",2001,82,"D",235,6
"344",2001,89,"C",110,6
"345",2001,90,"C",395,6
"346",2001,92,"D",95,6
"347",2001,93,"C",100,6
"348",2001,94,"D",115,6
"349",2001,95,"C",335,6
"350",2001,96,"D",115,6
"351",2001,97,"C",120,6
"352",2001,102,"C",115,6
"353",2001,103,"C",275,6
"354",2001,105,"A",115,6
"355",2001,106,"C",135,6
"356",2001,107,"C",305,6
"357",2001,108,"B",135,6
"358",2001,110,"C",95,6
"359",2001,111,"C",95,6
"360",2001,127,"B",315,6
"361",2001,128,"B",135,6
"362",2001,130,"B",115,6
"363",2001,131,"B",255,6
"364",2001,133,"C",165,6
"365",2001,134,"C",260,6
"366",2001,136,"C",105,6
"367",2001,137,"C",255,6
"368",2001,138,"C",370,6
"369",2001,139,"D",295,6
"370",2001,140,"D",335,6
"371",2001,141,"D",80,6
"372",2002,10,"B",165,8
"373",2002,13,"B",445,8
"374",2002,14,"C",245,8
"375",2002,15,"C",235,8
"376",2002,22,"C",215,8
"377",2002,30,"D",280,8
"378",2002,35,"E",240,8
"379",2002,39,"E",115,8
"380",2002,40,"E",135,8
"381",2002,75,"B",445,8
"382",2002,78,"E",320,8
"383",2002,79,"C",345,8
"384",2002,83,"C",165,8
"385",2002,85,"D",145,8
"386",2002,86,"E",145,8
"387",2002,89,"C",325,8
"388",2002,90,"C",255,8
"389",2002,93,"C",145,7
"390",2002,95,"C",320,7
"391",2002,97,"C",390,7
"392",2002,101,"B",165,7
"393",2002,102,"C",280,7
"394",2002,103,"C",275,7
"395",2002,107,"C",165,7
"396",2002,110,"C",165,7
"397",2002,111,"C",265,7
"398",2002,112,"B",155,7
"399",2002,123,"A",195,7
"400",2002,124,"A",305,7
"401",2002,125,"A",195,7
"402",2002,126,"B",165,7
"403",2002,128,"B",185,7
"404",2002,129,"B",120,7
"405",2002,132,"C",160,7
"406",2002,133,"C",315,7
"407",2002,134,"C",165,7
"408",2002,135,"C",235,7
"409",2002,137,"C",335,7
"410",2002,139,"D",285,7
"411",2002,142,"D",145,7
"412",2002,143,"E",1215,7
"413",2003,14,"C",235,7
"414",2003,17,"C",225,7
"415",2003,19,"C",235,7
"416",2003,22,"C",250,7
"417",2003,24,"D",180,7
"418",2003,26,"D",295,7
"419",2003,27,"D",275,7
"420",2003,28,"D",190,7
"421",2003,30,"D",275,7
"422",2003,38,"E",70,7
"423",2003,75,"B",205,7
"424",2003,76,"B",245,7
"425",2003,77,"D",285,7
"426",2003,78,"E",335,7
"427",2003,79,"C",255,7
"428",2003,81,"C",325,7
"429",2003,83,"C",335,7
"430",2003,84,"C",285,7
"431",2003,85,"D",325,7
"432",2003,86,"E",200,7
"433",2003,89,"C",205,7
"434",2003,90,"C",265,7
"435",2003,94,"D",215,7
"436",2003,95,"C",215,7
"437",2003,97,"C",380,7
"438",2003,98,"E",375,7
"439",2003,100,"A",165,6
"440",2003,102,"C",285,7
"441",2003,103,"C",280,7
"442",2003,104,"B",125,7
"443",2003,105,"B",295,6
"444",2003,106,"C",115,7
"445",2003,108,"B",125,7
"446",2003,110,"C",195,6
"447",2003,111,"C",265,6
"448",2003,113,"C",315,6
"449",2003,123,"A",145,7
"450",2003,124,"A",155,7
"451",2003,125,"A",145,7
"452",2003,128,"B",125,7
"453",2003,129,"B",145,7
"454",2003,131,"B",345,7
"455",2003,132,"C",295,7
"456",2003,133,"C",245,7
"457",2003,134,"C",275,7
"458",2003,135,"C",155,7
"459",2003,136,"C",215,7
"460",2003,137,"C",125,7
"461",2003,138,"C",275,7
"462",2003,139,"D",325,7
"463",2003,146,"E",355,7
"464",2004,6,"B",245,7
"465",2004,7,"B",245,7
"466",2004,11,"B",405,7
"467",2004,17,"C",290,7
"468",2004,21,"C",325,7
"469",2004,23,"C",185,7
"470",2004,24,"D",80,7
"471",2004,25,"D",285,7
"472",2004,27,"D",250,7
"473",2004,32,"E",350,7
"474",2004,36,"E",270,7
"475",2004,38,"E",225,7
"476",2004,75,"B",300,7
"477",2004,76,"B",255,7
"478",2004,77,"D",295,7
"479",2004,78,"E",285,7
"480",2004,79,"C",345,7
"481",2004,81,"C",105,7
"482",2004,84,"C",225,7
"483",2004,85,"D",205,7
"484",2004,86,"E",395,7
"485",2004,88,"B",595,7
"486",2004,89,"C",240,7
"487",2004,90,"C",250,7
"488",2004,93,"C",325,7
"489",2004,94,"D",110,7
"490",2004,95,"C",295,7
"491",2004,96,"D",115,7
"492",2004,102,"C",255,7
"493",2004,103,"C",255,7
"494",2004,104,"B",125,7
"495",2004,105,"B",135,7
"496",2004,107,"C",255,7
"497",2004,110,"C",295,7
"498",2004,111,"C",225,7
"499",2004,112,"B",120,7
"500",2004,113,"C",195,7
"501",2004,116,"E",85,7
"502",2004,123,"B",405,7
"503",2004,125,"A",145,7
"504",2004,129,"B",455,7
"505",2004,131,"B",255,7
"506",2004,132,"C",180,7
"507",2004,133,"C",120,7
"508",2004,134,"C",250,7
"509",2004,135,"C",125,7
"510",2004,136,"C",125,7
"511",2004,137,"C",120,7
"512",2004,138,"C",310,7
"513",2004,139,"D",255,7
"514",2004,142,"D",275,7
"515",2004,143,"E",265,7
"516",2005,21,"C",125,8
"517",2005,22,"C",370,8
"518",2005,24,"D",125,8
"519",2005,25,"D",310,8
"520",2005,26,"D",190,8
"521",2005,27,"D",410,8
"522",2005,31,"D",310,8
"523",2005,35,"E",320,8
"524",2005,40,"E",170,8
"525",2005,77,"D",255,8
"526",2005,78,"E",355,8
"527",2005,79,"C",360,8
"528",2005,81,"C",225,8
"529",2005,83,"C",285,8
"530",2005,84,"C",210,8
"531",2005,88,"B",305,8
"532",2005,89,"C",390,8
"533",2005,90,"C",220,8
"534",2005,93,"C",330,8
"535",2005,94,"D",320,8
"536",2005,96,"D",240,8
"537",2005,98,"E",260,8
"538",2005,103,"C",240,8
"539",2005,104,"B",395,8
"540",2005,106,"C",250,8
"541",2005,110,"C",320,8
"542",2005,113,"C",250,8
"543",2005,133,"C",220,8
"544",2005,135,"C",210,8
"545",2005,137,"C",290,8
"546",2005,139,"D",310,8
"547",2005,143,"E",265,8
"548",2005,146,"E",330,8
"549",2006,7,"B",390,7
"550",2006,8,"B",340,7
"551",2006,11,"B",200,7
"552",2006,22,"C",305,7
"553",2006,23,"C",320,7
"554",2006,25,"D",345,7
"555",2006,32,"E",400,7
"556",2006,33,"E",370,7
"557",2006,40,"E",780,7
"558",2006,75,"B",240,7
"559",2006,77,"D",225,7
"560",2006,79,"C",240,7
"561",2006,81,"C",340,7
"562",2006,83,"C",125,7
"563",2006,84,"C",230,7
"564",2006,85,"D",355,7
"565",2006,90,"C",300,7
"566",2006,96,"D",240,7
"567",2006,102,"C",345,7
"568",2006,107,"C",105,7
"569",2006,108,"B",360,7
"570",2006,110,"C",110,7
"571",2006,113,"C",260,7
"572",2006,116,"E",325,7
"573",2006,128,"B",175,7
"574",2006,132,"C",270,7
"575",2006,133,"C",215,7
"576",2006,134,"C",105,7
"577",2006,136,"C",430,7
"578",2006,137,"C",275,7
"579",2006,138,"C",285,7
"580",2006,139,"D",360,7
"581",2006,142,"D",290,7
"582",2006,146,"E",255,7
"583",2007,15,"C",510,10
"584",2007,17,"C",310,10
"585",2007,39,"E",500,10
"586",2007,79,"C",175,10
"587",2007,81,"C",295,10
"588",2007,83,"C",280,10
"589",2007,90,"C",290,10
"590",2007,93,"C",170,10
"591",2007,94,"D",330,10
"592",2007,96,"D",305,10
"593",2007,101,"B",160,10
"594",2007,102,"C",100,10
"595",2007,103,"C",150,10
"596",2007,113,"C",125,10
"597",2007,132,"C",230,10
"598",2007,133,"C",220,10
"599",2007,134,"C",160,10
"600",2008,6,"B",250,7
"601",2008,7,"B",450,7
"602",2008,12,"B",500,7
"603",2008,16,"C",580,7
"604",2008,23,"C",240,7
"605",2008,25,"D",340,7
"606",2008,33,"E",330,7
"607",2008,39,"E",320,7
"608",2008,76,"B",270,7
"609",2008,77,"D",380,7
"610",2008,79,"C",460,7
"611",2008,81,"C",450,7
"612",2008,88,"B",630,7
"613",2008,96,"D",130,7
"614",2008,97,"C",360,7
"615",2008,103,"C",260,7
"616",2008,107,"C",280,7
"617",2008,113,"C",320,7
"618",2008,123,"A",170,6
"619",2008,126,"B",300,7
"620",2008,133,"C",190,7
"621",2008,137,"C",250,7
"622",2008,146,"E",235,7
"623",2008,172,"C",485,7
"624",2008,174,"D",120,7
"625",2008,176,"C",375,7
"626",2008,177,"D",850,7
"627",2008,179,"C",410,7
"628",2009,6,"B",230,7
"629",2009,7,"C",210,7
"630",2009,8,"B",595,7
"631",2009,13,"B",220,7
"632",2009,16,"C",415,7
"633",2009,17,"C",245,7
"634",2009,23,"C",135,7
"635",2009,27,"D",460,7
"636",2009,28,"D",320,7
"637",2009,38,"E",360,7
"638",2009,76,"B",265,6
"639",2009,77,"D",385,6
"640",2009,78,"E",230,6
"641",2009,83,"C",225,6
"642",2009,84,"C",390,6
"643",2009,85,"D",280,6
"644",2009,93,"C",420,6
"645",2009,95,"C",245,6
"646",2009,97,"C",270,6
"647",2009,103,"C",385,7
"648",2009,104,"B",335,7
"649",2009,105,"B",325,7
"650",2009,107,"C",295,7
"651",2009,110,"C",225,7
"652",2009,126,"B",245,7
"653",2009,130,"C",320,6
"654",2009,131,"C",255,6
"655",2009,133,"C",280,6
"656",2009,137,"C",220,7
"657",2009,138,"C",260,7
"658",2009,143,"E",90,6
"659",2009,145,"D",80,6
"660",2009,146,"C",455,6
"661",2009,147,"C",225,7
"662",2009,148,"C",255,7
"663",2009,150,"C",260,6
"664",2009,151,"D",225,6
"665",2009,152,"E",320,6
"666",2009,154,"B",305,6
"667",2009,157,"C",325,6
"668",2009,158,"C",310,6
"669",2009,160,"B",220,7
"670",2009,161,"C",275,6
"671",2009,162,"C",245,6
"672",2009,163,"B",125,7
"673",2009,165,"C",215,7
"674",2009,166,"C",365,7
"675",2009,167,"D",455,7
"676",2010,6,"B",210,7
"677",2010,13,"B",590,7
"678",2010,17,"C",295,7
"679",2010,41,"B",280,7
"680",2010,76,"B",300,7
"681",2010,77,"D",290,7
"682",2010,78,"E",330,7
"683",2010,83,"C",270,7
"684",2010,84,"C",105,7
"685",2010,85,"D",270,7
"686",2010,86,"E",360,7
"687",2010,88,"B",280,7
"688",2010,93,"C",325,7
"689",2010,95,"C",470,7
"690",2010,97,"C",320,7
"691",2010,104,"B",155,7
"692",2010,110,"C",255,7
"693",2010,112,"B",135,7
"694",2010,125,"A",130,7
"695",2010,126,"B",205,7
"696",2010,131,"C",125,7
"697",2010,132,"C",135,7
"698",2010,133,"C",330,7
"699",2010,139,"D",390,7
"700",2010,143,"E",335,7
"701",2010,147,"C",80,7
"702",2010,148,"C",125,7
"703",2010,150,"C",265,7
"704",2010,154,"B",265,7
"705",2010,157,"C",310,7
"706",2010,158,"C",340,7
"707",2010,160,"B",145,7
"708",2010,162,"C",205,7
"709",2010,166,"C",550,7
"710",2010,167,"D",485,7
"711",2010,168,"D",265,7
"712",2010,171,"A",485,7
"713",2010,172,"C",340,7
"714",2010,173,"C",540,7
"715",2010,174,"D",325,7
"716",2010,175,"B",340,7
"717",2010,176,"C",230,7
"718",2010,177,"D",520,7
"719",2010,178,"E",370,7
"720",2010,179,"C",200,7
"721",2010,180,"B",330,7
"722",2011,6,"B",300,7
"723",2011,8,"B",220,7
"724",2011,13,"B",520,7
"725",2011,14,"C",270,7
"726",2011,17,"C",550,7
"727",2011,22,"C",415,7
"728",2011,23,"C",410,7
"729",2011,27,"D",225,7
"730",2011,31,"D",315,7
"731",2011,32,"E",315,7
"732",2011,39,"E",290,7
"733",2011,76,"B",420,7
"734",2011,77,"D",355,7
"735",2011,78,"E",290,7
"736",2011,83,"C",345,7
"737",2011,84,"C",390,7
"738",2011,85,"D",85,7
"739",2011,86,"E",535,7
"740",2011,93,"C",385,7
"741",2011,95,"C",395,7
"742",2011,97,"C",540,7
"743",2011,98,"E",240,7
"744",2011,107,"C",300,7
"745",2011,126,"B",300,7
"746",2011,133,"C",340,7
"747",2011,137,"C",210,7
"748",2011,144,"E",605,7
"749",2011,145,"D",250,7
"750",2011,148,"C",270,7
"751",2011,150,"C",350,7
"752",2011,157,"C",355,7
"753",2011,158,"C",365,7
"754",2011,161,"C",240,7
"755",2011,162,"C",345,7
"756",2011,167,"D",295,7
"757",2011,170,"E",600,7
"758",2011,174,"D",260,7
"759",2011,179,"C",300,7
"760",2011,180,"B",460,7
"761",2012,13,"B",390,7
"762",2012,14,"C",365,7
"763",2012,16,"C",625,7
"764",2012,17,"C",385,7
"765",2012,23,"C",350,7
"766",2012,27,"D",505,7
"767",2012,31,"D",115,7
"768",2012,32,"E",470,7
"769",2012,38,"E",315,7
"770",2012,78,"E",340,7
"771",2012,83,"C",280,7
"772",2012,84,"C",355,7
"773",2012,85,"D",350,7
"774",2012,93,"C",380,7
"775",2012,95,"C",245,7
"776",2012,98,"E",325,7
"777",2012,105,"B",150,7
"778",2012,107,"C",270,7
"779",2012,110,"C",285,7
"780",2012,132,"C",290,7
"781",2012,145,"D",95,7
"782",2012,150,"C",290,7
"783",2012,151,"D",130,7
"784",2012,152,"E",305,7
"785",2012,157,"C",415,7
"786",2012,158,"C",355,7
"787",2012,161,"C",125,7
"788",2012,162,"C",315,7
"789",2012,163,"B",380,7
"790",2012,168,"D",330,7
"791",2012,172,"C",125,7
"792",2012,173,"C",395,7
"793",2012,176,"C",445,7
"794",2012,177,"D",110,7
"795",2012,179,"C",270,7
"796",2012,180,"B",515,7
"797",2013,14,"C",215,7
"798",2013,16,"C",495,7
"799",2013,23,"C",455,7
"800",2013,26,"D",110,7
"801",2013,27,"D",250,7
"802",2013,31,"D",380,7
"803",2013,39,"E",325,7
"804",2013,77,"D",265,7
"805",2013,83,"C",345,7
"806",2013,85,"D",310,7
"807",2013,93,"C",325,7
"808",2013,95,"C",325,7
"809",2013,98,"E",575,7
"810",2013,107,"C",390,7
"811",2013,112,"B",170,8
"812",2013,116,"E",355,7
"813",2013,129,"B",130,7
"814",2013,132,"C",600,7
"815",2013,137,"C",240,7
"816",2013,142,"D",335,7
"817",2013,146,"C",555,7
"818",2013,147,"C",570,7
"819",2013,148,"C",380,7
"820",2013,150,"C",375,7
"821",2013,151,"D",325,7
"822",2013,157,"C",130,7
"823",2013,158,"C",315,7
"824",2013,161,"C",380,7
"825",2013,162,"C",290,7
"826",2013,165,"C",390,7
"827",2013,167,"D",225,7
"828",2013,169,"E",300,7
"829",2013,173,"C",215,7
"830",2013,175,"B",685,7
"831",2013,176,"C",280,7
"832",2013,178,"E",545,7
"833",2013,179,"C",205,7
"834",2013,180,"B",290,7
"835",2014,6,"B",140,8
"836",2014,13,"B",415,8
"837",2014,17,"C",265,8
"838",2014,23,"C",120,8
"839",2014,26,"D",105,8
"840",2014,27,"D",315,8
"841",2014,32,"E",670,8
"842",2014,39,"E",340,8
"843",2014,83,"C",490,8
"844",2014,84,"C",415,8
"845",2014,85,"D",80,8
"846",2014,93,"C",265,8
"847",2014,95,"C",345,8
"848",2014,97,"C",115,8
"849",2014,101,"B",145,8
"850",2014,104,"B",170,8
"851",2014,126,"B",150,8
"852",2014,131,"C",180,8
"853",2014,132,"C",295,8
"854",2014,133,"C",290,8
"855",2014,137,"C",330,8
"856",2014,138,"C",150,8
"857",2014,139,"D",115,8
"858",2014,142,"D",285,8
"859",2014,145,"D",300,8
"860",2014,146,"C",225,8
"861",2014,147,"C",245,8
"862",2014,150,"C",330,8
"863",2014,157,"C",435,8
"864",2014,158,"C",145,8
"865",2014,161,"C",360,8
"866",2014,165,"C",745,8
"867",2014,166,"C",580,8
"868",2014,167,"D",370,8
"869",2014,170,"E",365,8
"870",2014,172,"C",505,8
"871",2014,173,"C",300,8
"872",2014,174,"D",200,8
"873",2014,176,"C",340,8
"874",2014,179,"C",225,8
"875",2014,180,"B",540,8
"876",2015,4,"B",510,8
"877",2015,10,"B",340,8
"878",2015,16,"C",270,8
"879",2015,27,"D",265,8
"880",2015,83,"C",375,7
"881",2015,84,"C",230,7
"882",2015,88,"B",320,7
"883",2015,95,"C",335,7
"884",2015,101,"B",385,7
"885",2015,107,"C",255,7
"886",2015,126,"B",255,7
"887",2015,132,"C",275,7
"888",2015,139,"D",275,7
"889",2015,144,"E",675,7
"890",2015,150,"C",220,7
"891",2015,154,"B",305,7
"892",2015,161,"C",225,7
"893",2015,174,"D",550,8
"894",2016,13,"B",235,8
"895",2016,26,"D",320,7
"896",2016,27,"D",275,7
"897",2016,31,"D",260,8
"898",2016,39,"E",310,7
"899",2016,76,"B",445,8
"900",2016,83,"C",280,8
"901",2016,84,"C",210,8
"902",2016,85,"D",405,8
"903",2016,86,"E",460,8
"904",2016,93,"C",475,8
"905",2016,97,"C",315,8
"906",2016,107,"C",275,8
"907",2016,126,"B",440,8
"908",2016,129,"B",180,8
"909",2016,131,"C",360,8
"910",2016,133,"C",545,8
"911",2016,135,"A",120,8
"912",2016,137,"C",390,8
"913",2016,142,"D",280,8
"914",2016,145,"D",305,8
"915",2016,147,"C",135,8
"916",2016,148,"C",250,8
"917",2016,150,"C",295,8
"918",2016,151,"D",315,8
"919",2016,152,"E",555,8
"920",2016,158,"C",340,8
"921",2016,161,"C",325,8
"922",2016,167,"D",290,7
"923",2016,172,"C",305,8
"924",2016,173,"C",470,8
"925",2016,174,"D",320,8
"926",2016,177,"D",365,7
"927",2017,33,"E",315,10
"928",2017,76,"B",230,10
"929",2017,77,"D",275,10
"930",2017,83,"C",305,10
