"year";"haul_number";"strata";"sqkm";"length_class";"nblonraise";"st"
1994;12;"C";0.0458355684;95;1;21.8171179044438
1994;12;"C";0.0458355684;100;1;21.8171179044438
1994;12;"C";0.0458355684;180;2;43.6342358088877
1994;12;"C";0.0458355684;115;8;174.536943235551
1994;12;"C";0.0458355684;120;8;174.536943235551
1994;12;"C";0.0458355684;125;1;21.8171179044438
1994;12;"C";0.0458355684;130;12;261.805414853326
1994;12;"C";0.0458355684;150;2;43.6342358088877
1994;12;"C";0.0458355684;110;3;65.4513537133315
1994;12;"C";0.0458355684;125;1;21.8171179044438
1994;12;"C";0.0458355684;135;5;109.085589522219
1994;13;"C";0.04749028004;180;1;21.0569404761927
1994;13;"C";0.04749028004;135;1;21.0569404761927
1994;13;"C";0.04749028004;175;1;21.0569404761927
1994;13;"C";0.04749028004;145;2;42.1138809523853
1994;13;"C";0.04749028004;150;2;42.1138809523853
1994;13;"C";0.04749028004;150;1;21.0569404761927
1994;13;"C";0.04749028004;140;2;42.1138809523853
1994;13;"C";0.04749028004;185;2;42.1138809523853
1994;13;"C";0.04749028004;145;1;21.0569404761927
1994;13;"C";0.04749028004;125;1;21.0569404761927
1994;13;"C";0.04749028004;110;1;21.0569404761927
1994;13;"C";0.04749028004;120;3;63.170821428578
1994;13;"C";0.04749028004;190;1;21.0569404761927
1994;13;"C";0.04749028004;135;1;21.0569404761927
1994;13;"C";0.04749028004;160;1;21.0569404761927
1994;13;"C";0.04749028004;165;2;42.1138809523853
1994;13;"C";0.04749028004;130;2;42.1138809523853
1994;13;"C";0.04749028004;105;1;21.0569404761927
1994;13;"C";0.04749028004;140;3;63.170821428578
1994;14;"B";0.04531666112;190;1;22.0669390746147
1994;15;"A";0.04420888604;NA;NA;NA
1994;16;"B";0.04546698793;145;1;21.9939794899011
1994;16;"B";0.04546698793;120;1;21.9939794899011
1994;16;"B";0.04546698793;155;1;21.9939794899011
1994;17;"A";0.04309916502;105;1;23.2023056487511
1994;17;"A";0.04309916502;95;1;23.2023056487511
1994;18;"A";0.04342772572;NA;NA;NA
1994;19;"B";0.04513552621;NA;NA;NA
1994;2;"B";0.04943336362;NA;NA;NA
1994;20;"B";0.04177629697;200;1;23.9370186572091
1994;20;"B";0.04177629697;155;3;71.8110559716274
1994;20;"B";0.04177629697;110;1;23.9370186572091
1994;20;"B";0.04177629697;135;1;23.9370186572091
1994;20;"B";0.04177629697;210;3;71.8110559716274
1994;20;"B";0.04177629697;110;1;23.9370186572091
1994;20;"B";0.04177629697;130;1;23.9370186572091
1994;20;"B";0.04177629697;145;5;119.685093286046
1994;20;"B";0.04177629697;135;1;23.9370186572091
1994;20;"B";0.04177629697;140;2;47.8740373144183
1994;20;"B";0.04177629697;160;1;23.9370186572091
1994;20;"B";0.04177629697;165;1;23.9370186572091
1994;20;"B";0.04177629697;190;5;119.685093286046
1994;20;"B";0.04177629697;160;3;71.8110559716274
1994;20;"B";0.04177629697;120;3;71.8110559716274
1994;20;"B";0.04177629697;125;2;47.8740373144183
1994;20;"B";0.04177629697;140;1;23.9370186572091
1994;20;"B";0.04177629697;160;2;47.8740373144183
1994;20;"B";0.04177629697;175;2;47.8740373144183
1994;20;"B";0.04177629697;140;1;23.9370186572091
1994;20;"B";0.04177629697;185;5;119.685093286046
1994;20;"B";0.04177629697;180;3;71.8110559716274
1994;20;"B";0.04177629697;195;2;47.8740373144183
1994;20;"B";0.04177629697;180;2;47.8740373144183
1994;20;"B";0.04177629697;185;1;23.9370186572091
1994;20;"B";0.04177629697;115;2;47.8740373144183
1994;20;"B";0.04177629697;175;1;23.9370186572091
1994;21;"B";0.04796781753;155;4;83.3892431628419
1994;21;"B";0.04796781753;145;4;83.3892431628419
1994;21;"B";0.04796781753;150;11;229.320418697815
1994;21;"B";0.04796781753;120;1;20.8473107907105
1994;21;"B";0.04796781753;140;6;125.083864744263
1994;21;"B";0.04796781753;130;2;41.6946215814209
1994;21;"B";0.04796781753;115;2;41.6946215814209
1994;21;"B";0.04796781753;145;5;104.236553953552
1994;21;"B";0.04796781753;125;1;20.8473107907105
1994;21;"B";0.04796781753;160;4;83.3892431628419
1994;21;"B";0.04796781753;165;4;83.3892431628419
1994;21;"B";0.04796781753;170;5;104.236553953552
1994;21;"B";0.04796781753;135;1;20.8473107907105
1994;21;"B";0.04796781753;185;2;41.6946215814209
1994;21;"B";0.04796781753;110;2;41.6946215814209
1994;21;"B";0.04796781753;180;1;20.8473107907105
1994;21;"B";0.04796781753;115;2;41.6946215814209
1994;21;"B";0.04796781753;120;2;41.6946215814209
1994;21;"B";0.04796781753;125;1;20.8473107907105
1994;21;"B";0.04796781753;135;2;41.6946215814209
1994;21;"B";0.04796781753;130;1;20.8473107907105
1994;21;"B";0.04796781753;175;5;104.236553953552
1994;21;"B";0.04796781753;135;4;83.3892431628419
1994;21;"B";0.04796781753;165;1;20.8473107907105
1994;21;"B";0.04796781753;180;4;83.3892431628419
1994;21;"B";0.04796781753;130;3;62.5419323721314
1994;21;"B";0.04796781753;155;4;83.3892431628419
1994;22;"B";0.0496413764;180;1;20.1444857600685
1994;22;"B";0.0496413764;165;1;20.1444857600685
1994;22;"B";0.0496413764;120;1;20.1444857600685
1994;22;"B";0.0496413764;125;3;60.4334572802055
1994;22;"B";0.0496413764;130;3;60.4334572802055
1994;22;"B";0.0496413764;140;2;40.288971520137
1994;22;"B";0.0496413764;145;2;40.288971520137
1994;22;"B";0.0496413764;135;1;20.1444857600685
1994;22;"B";0.0496413764;175;2;40.288971520137
1994;22;"B";0.0496413764;135;1;20.1444857600685
1994;22;"B";0.0496413764;140;1;20.1444857600685
1994;22;"B";0.0496413764;145;1;20.1444857600685
1994;22;"B";0.0496413764;135;3;60.4334572802055
1994;22;"B";0.0496413764;155;1;20.1444857600685
1994;22;"B";0.0496413764;110;1;20.1444857600685
1994;22;"B";0.0496413764;110;1;20.1444857600685
1994;22;"B";0.0496413764;115;1;20.1444857600685
1994;22;"B";0.0496413764;115;1;20.1444857600685
1994;22;"B";0.0496413764;120;1;20.1444857600685
1994;22;"B";0.0496413764;120;1;20.1444857600685
1994;22;"B";0.0496413764;125;2;40.288971520137
1994;22;"B";0.0496413764;170;3;60.4334572802055
1994;22;"B";0.0496413764;200;1;20.1444857600685
1994;22;"B";0.0496413764;150;2;40.288971520137
1994;22;"B";0.0496413764;195;1;20.1444857600685
1994;22;"B";0.0496413764;130;1;20.1444857600685
1994;22;"B";0.0496413764;150;1;20.1444857600685
1994;23;"B";0.04898056587;175;2;40.8325213168878
1994;23;"B";0.04898056587;170;2;40.8325213168878
1994;23;"B";0.04898056587;120;12;244.995127901327
1994;23;"B";0.04898056587;120;5;102.081303292219
1994;23;"B";0.04898056587;120;3;61.2487819753316
1994;23;"B";0.04898056587;130;2;40.8325213168878
1994;23;"B";0.04898056587;135;1;20.4162606584439
1994;23;"B";0.04898056587;165;1;20.4162606584439
1994;23;"B";0.04898056587;125;3;61.2487819753316
1994;23;"B";0.04898056587;150;1;20.4162606584439
1994;23;"B";0.04898056587;175;1;20.4162606584439
1994;23;"B";0.04898056587;125;4;81.6650426337755
1994;23;"B";0.04898056587;135;2;40.8325213168878
1994;23;"B";0.04898056587;190;1;20.4162606584439
1994;23;"B";0.04898056587;110;4;81.6650426337755
1994;23;"B";0.04898056587;125;4;81.6650426337755
1994;23;"B";0.04898056587;130;6;122.497563950663
1994;23;"B";0.04898056587;135;4;81.6650426337755
1994;23;"B";0.04898056587;145;1;20.4162606584439
1994;23;"B";0.04898056587;150;2;40.8325213168878
1994;23;"B";0.04898056587;135;1;20.4162606584439
1994;23;"B";0.04898056587;160;1;20.4162606584439
1994;23;"B";0.04898056587;155;2;40.8325213168878
1994;23;"B";0.04898056587;115;1;20.4162606584439
1994;24;"B";0.04946408577;150;1;20.2166882179899
1994;24;"B";0.04946408577;110;1;20.2166882179899
1994;24;"B";0.04946408577;125;1;20.2166882179899
1994;24;"B";0.04946408577;120;1;20.2166882179899
1994;24;"B";0.04946408577;135;1;20.2166882179899
1994;24;"B";0.04946408577;140;1;20.2166882179899
1994;24;"B";0.04946408577;115;1;20.2166882179899
1994;24;"B";0.04946408577;170;1;20.2166882179899
1994;25;"B";0.04828752068;120;1;20.7092844262386
1994;26;"B";0.04794905675;150;1;20.8554676104238
1994;26;"B";0.04794905675;135;1;20.8554676104238
1994;26;"B";0.04794905675;120;1;20.8554676104238
1994;26;"B";0.04794905675;125;1;20.8554676104238
1994;27;"B";0.04333950037;175;1;23.0736393235444
1994;27;"B";0.04333950037;125;1;23.0736393235444
1994;28;"B";0.04296880178;NA;NA;NA
1994;29;"A";0.0484007242;NA;NA;NA
1994;3;"B";0.04279151115;180;1;23.3691209570663
1994;3;"B";0.04279151115;110;1;23.3691209570663
1994;3;"B";0.04279151115;145;2;46.7382419141325
1994;3;"B";0.04279151115;105;1;23.3691209570663
1994;3;"B";0.04279151115;120;1;23.3691209570663
1994;3;"B";0.04279151115;170;1;23.3691209570663
1994;3;"B";0.04279151115;125;1;23.3691209570663
1994;30;"A";0.0466551122;NA;NA;NA
1994;31;"A";0.04325334252;NA;NA;NA
1994;32;"A";0.06644739164;NA;NA;NA
1994;33;"A";0.04391251488;NA;NA;NA
1994;34;"A";0.05337372268;120;1;18.7358113653691
1994;34;"A";0.05337372268;130;2;37.4716227307381
1994;34;"A";0.05337372268;125;3;56.2074340961072
1994;34;"A";0.05337372268;160;1;18.7358113653691
1994;34;"A";0.05337372268;115;1;18.7358113653691
1994;34;"A";0.05337372268;125;1;18.7358113653691
1994;34;"A";0.05337372268;145;2;37.4716227307381
1994;34;"A";0.05337372268;135;1;18.7358113653691
1994;34;"A";0.05337372268;120;1;18.7358113653691
1994;34;"A";0.05337372268;135;2;37.4716227307381
1994;34;"A";0.05337372268;120;2;37.4716227307381
1994;34;"A";0.05337372268;130;1;18.7358113653691
1994;34;"A";0.05337372268;105;1;18.7358113653691
1994;34;"A";0.05337372268;115;1;18.7358113653691
1994;35;"A";0.04797848848;120;1;20.8426741166899
1994;35;"A";0.04797848848;130;2;41.6853482333798
1994;36;"A";0.0527751184;125;2;37.8966463863016
1994;36;"A";0.0527751184;150;2;37.8966463863016
1994;36;"A";0.0527751184;155;1;18.9483231931508
1994;36;"A";0.0527751184;125;1;18.9483231931508
1994;36;"A";0.0527751184;105;1;18.9483231931508
1994;36;"A";0.0527751184;110;1;18.9483231931508
1994;36;"A";0.0527751184;115;1;18.9483231931508
1994;36;"A";0.0527751184;100;1;18.9483231931508
1994;36;"A";0.0527751184;135;1;18.9483231931508
1994;36;"A";0.0527751184;150;1;18.9483231931508
1994;36;"A";0.0527751184;125;4;75.7932927726032
1994;36;"A";0.0527751184;130;1;18.9483231931508
1994;37;"A";0.04924519564;145;3;60.9196483232816
1994;37;"A";0.04924519564;140;1;20.3065494410939
1994;37;"A";0.04924519564;140;1;20.3065494410939
1994;37;"A";0.04924519564;140;1;20.3065494410939
1994;37;"A";0.04924519564;130;2;40.6130988821877
1994;37;"A";0.04924519564;155;1;20.3065494410939
1994;37;"A";0.04924519564;160;1;20.3065494410939
1994;37;"A";0.04924519564;195;1;20.3065494410939
1994;37;"A";0.04924519564;150;2;40.6130988821877
1994;37;"A";0.04924519564;165;1;20.3065494410939
1994;38;"A";0.046524121;NA;NA;NA
1994;39;"A";0.03664067748;NA;NA;NA
1994;4;"B";0.04510563222;NA;NA;NA
1994;40;"A";0.05007241197;NA;NA;NA
1994;41;"A";0.044884242;135;1;22.2795340957301
1994;42;"A";0.04431911224;NA;NA;NA
1994;43;"A";0.04270524632;NA;NA;NA
1994;44;"A";0.05758993512;NA;NA;NA
1994;45;"A";0.04744678424;105;1;21.0762439650641
1994;45;"A";0.04744678424;100;1;21.0762439650641
1994;45;"A";0.04744678424;95;1;21.0762439650641
1994;45;"A";0.04744678424;110;1;21.0762439650641
1994;46;"A";0.04661795116;NA;NA;NA
1994;47;"A";0.057080014;NA;NA;NA
1994;48;"A";0.0432400654;195;1;23.1266995262223
1994;48;"A";0.0432400654;110;1;23.1266995262223
1994;48;"A";0.0432400654;140;1;23.1266995262223
1994;48;"A";0.0432400654;165;1;23.1266995262223
1994;48;"A";0.0432400654;145;1;23.1266995262223
1994;48;"A";0.0432400654;125;1;23.1266995262223
1994;48;"A";0.0432400654;135;1;23.1266995262223
1994;48;"A";0.0432400654;140;1;23.1266995262223
1994;48;"A";0.0432400654;90;1;23.1266995262223
1994;48;"A";0.0432400654;105;1;23.1266995262223
1994;48;"A";0.0432400654;120;1;23.1266995262223
1994;48;"A";0.0432400654;135;1;23.1266995262223
1994;48;"A";0.0432400654;115;2;46.2533990524445
1994;48;"A";0.0432400654;120;1;23.1266995262223
1994;48;"A";0.0432400654;110;1;23.1266995262223
1994;48;"A";0.0432400654;120;1;23.1266995262223
1994;48;"A";0.0432400654;90;1;23.1266995262223
1994;49;"A";0.05124690572;NA;NA;NA
1994;5;"B";0.04828068692;120;1;20.7122156662141
1994;50;"A";0.05159094964;NA;NA;NA
1994;51;"A";0.04588294824;NA;NA;NA
1994;52;"A";0.04403762176;95;1;22.7078566015641
1994;52;"A";0.04403762176;110;1;22.7078566015641
1994;52;"A";0.04403762176;185;1;22.7078566015641
1994;52;"A";0.04403762176;100;1;22.7078566015641
1994;52;"A";0.04403762176;105;1;22.7078566015641
1994;53;"B";0.0350509446;NA;NA;NA
1994;54;"A";0.03892959788;110;1;25.6873960805474
1994;54;"A";0.03892959788;105;1;25.6873960805474
1994;54;"A";0.03892959788;140;1;25.6873960805474
1994;54;"A";0.03892959788;120;1;25.6873960805474
1994;54;"A";0.03892959788;145;1;25.6873960805474
1994;54;"A";0.03892959788;125;1;25.6873960805474
1994;55;"A";0.04110936216;NA;NA;NA
1994;56;"A";0.05111432824;NA;NA;NA
1994;57;"A";0.04537859198;NA;NA;NA
1994;58;"B";0.041727315;165;1;23.9651173338136
1994;58;"B";0.041727315;150;1;23.9651173338136
1994;58;"B";0.041727315;105;1;23.9651173338136
1994;59;"A";0.0415395571;150;1;24.0734391460327
1994;6;"B";0.04163540694364;170;1;24.0180191190074
1994;6;"B";0.04163540694364;180;1;24.0180191190074
1994;6;"B";0.04163540694364;155;1;24.0180191190074
1994;6;"B";0.04163540694364;145;2;48.0360382380148
1994;6;"B";0.04163540694364;120;4;96.0720764760297
1994;6;"B";0.04163540694364;115;3;72.0540573570223
1994;6;"B";0.04163540694364;120;1;24.0180191190074
1994;6;"B";0.04163540694364;135;1;24.0180191190074
1994;6;"B";0.04163540694364;170;1;24.0180191190074
1994;6;"B";0.04163540694364;130;2;48.0360382380148
1994;6;"B";0.04163540694364;135;4;96.0720764760297
1994;6;"B";0.04163540694364;140;3;72.0540573570223
1994;6;"B";0.04163540694364;145;1;24.0180191190074
1994;6;"B";0.04163540694364;150;4;96.0720764760297
1994;6;"B";0.04163540694364;90;1;24.0180191190074
1994;6;"B";0.04163540694364;115;1;24.0180191190074
1994;6;"B";0.04163540694364;110;1;24.0180191190074
1994;6;"B";0.04163540694364;125;3;72.0540573570223
1994;6;"B";0.04163540694364;110;2;48.0360382380148
1994;60;"A";0.04837971048;100;15;310.047328749537
1994;60;"A";0.04837971048;105;21;434.066260249352
1994;60;"A";0.04837971048;110;2;41.3396438332717
1994;60;"A";0.04837971048;115;5;103.349109583179
1994;60;"A";0.04837971048;120;8;165.358575333087
1994;60;"A";0.04837971048;95;6;124.018931499815
1994;60;"A";0.04837971048;135;7;144.688753416451
1994;60;"A";0.04837971048;140;1;20.6698219166358
1994;60;"A";0.04837971048;135;1;20.6698219166358
1994;60;"A";0.04837971048;150;1;20.6698219166358
1994;60;"A";0.04837971048;100;1;20.6698219166358
1994;60;"A";0.04837971048;100;1;20.6698219166358
1994;60;"A";0.04837971048;105;4;82.6792876665433
1994;60;"A";0.04837971048;110;3;62.0094657499075
1994;60;"A";0.04837971048;110;1;20.6698219166358
1994;60;"A";0.04837971048;90;3;62.0094657499075
1994;60;"A";0.04837971048;110;18;372.056794499445
1994;60;"A";0.04837971048;115;9;186.028397249722
1994;60;"A";0.04837971048;125;11;227.368041082994
1994;60;"A";0.04837971048;130;14;289.377506832902
1994;60;"A";0.04837971048;115;2;41.3396438332717
1994;60;"A";0.04837971048;120;10;206.698219166358
1994;61;"A";0.05663787556;110;2;35.3120589398039
1994;61;"A";0.05663787556;100;2;35.3120589398039
1994;62;"A";0.05827534978;105;1;17.1599141622518
1994;63;"C";0.04345591159;NA;NA;NA
1994;64;"D";0.09013510896;NA;NA;NA
1994;65;"D";0.09906431712;NA;NA;NA
1994;66;"C";0.04751533584;NA;NA;NA
1994;67;"C";0.053106375;NA;NA;NA
1994;68;"C";0.04726042524;NA;NA;NA
1994;69;"C";0.0515769114;NA;NA;NA
1994;7;"C";0.04906172817;155;2;40.7649725070824
1994;7;"C";0.04906172817;180;1;20.3824862535412
1994;7;"C";0.04906172817;125;2;40.7649725070824
1994;7;"C";0.04906172817;130;6;122.294917521247
1994;7;"C";0.04906172817;150;2;40.7649725070824
1994;7;"C";0.04906172817;150;1;20.3824862535412
1994;7;"C";0.04906172817;160;2;40.7649725070824
1994;7;"C";0.04906172817;120;1;20.3824862535412
1994;7;"C";0.04906172817;175;3;61.1474587606236
1994;7;"C";0.04906172817;150;1;20.3824862535412
1994;7;"C";0.04906172817;190;1;20.3824862535412
1994;7;"C";0.04906172817;170;2;40.7649725070824
1994;7;"C";0.04906172817;120;1;20.3824862535412
1994;7;"C";0.04906172817;135;3;61.1474587606236
1994;7;"C";0.04906172817;140;1;20.3824862535412
1994;70;"A";0.04053480969;125;1;24.6701540638219
1994;70;"A";0.04053480969;145;1;24.6701540638219
1994;70;"A";0.04053480969;105;1;24.6701540638219
1994;70;"A";0.04053480969;120;2;49.3403081276438
1994;70;"A";0.04053480969;115;1;24.6701540638219
1994;70;"A";0.04053480969;130;1;24.6701540638219
1994;70;"A";0.04053480969;110;1;24.6701540638219
1994;70;"A";0.04053480969;155;1;24.6701540638219
1994;71;"B";0.04879105264;200;1;20.4955610894154
1994;72;"A";0.04789500956;135;1;20.8790019917891
1994;72;"A";0.04789500956;165;1;20.8790019917891
1994;73;"B";0.04762477552;NA;NA;NA
1994;74;"B";0.05902106494164;NA;NA;NA
1994;75;"C";0.05138446293;NA;NA;NA
1994;76;"C";0.05252942745;NA;NA;NA
1994;77;"C";0.0498775074;NA;NA;NA
1994;78;"C";0.0602269764;NA;NA;NA
1994;79;"C";0.04821038227;NA;NA;NA
1994;8;"C";0.04464567081;145;1;22.3985883033482
1994;8;"C";0.04464567081;180;1;22.3985883033482
1994;8;"C";0.04464567081;175;2;44.7971766066964
1994;8;"C";0.04464567081;125;1;22.3985883033482
1994;8;"C";0.04464567081;135;1;22.3985883033482
1994;8;"C";0.04464567081;130;4;89.5943532133928
1994;8;"C";0.04464567081;140;1;22.3985883033482
1994;8;"C";0.04464567081;145;2;44.7971766066964
1994;8;"C";0.04464567081;150;1;22.3985883033482
1994;8;"C";0.04464567081;155;3;67.1957649100446
1994;8;"C";0.04464567081;170;2;44.7971766066964
1994;8;"C";0.04464567081;205;1;22.3985883033482
1994;8;"C";0.04464567081;120;1;22.3985883033482
1994;8;"C";0.04464567081;190;2;44.7971766066964
1994;8;"C";0.04464567081;135;2;44.7971766066964
1994;8;"C";0.04464567081;145;2;44.7971766066964
1994;8;"C";0.04464567081;165;1;22.3985883033482
1994;8;"C";0.04464567081;165;3;67.1957649100446
1994;8;"C";0.04464567081;125;2;44.7971766066964
1994;8;"C";0.04464567081;170;1;22.3985883033482
1994;80;"D";0.089135025;NA;NA;NA
1994;81;"E";0.096895018668;NA;NA;NA
1994;82;"C";0.04297792716;210;2;46.5355156044245
1994;82;"C";0.04297792716;175;2;46.5355156044245
1994;82;"C";0.04297792716;165;2;46.5355156044245
1994;83;"C";0.05674193226;155;1;17.6236508023352
1994;84;"C";0.04566268547451;NA;NA;NA
1994;85;"B";0.05839130826;150;1;17.1258365294246
1994;86;"B";0.0393022365604;NA;NA;NA
1994;9;"D";0.0923028936;160;1;10.8338965442791
1995;1;"B";0.0494308194;130;1;20.230293815441
1995;10;"D";0.11368924114;120;1;8.7959070706486
1995;11;"C";0.0460168855;150;4;86.9246137920395
1995;11;"C";0.0460168855;120;6;130.386920688059
1995;11;"C";0.0460168855;140;1;21.7311534480099
1995;11;"C";0.0460168855;135;1;21.7311534480099
1995;11;"C";0.0460168855;135;5;108.655767240049
1995;11;"C";0.0460168855;140;2;43.4623068960197
1995;11;"C";0.0460168855;140;2;43.4623068960197
1995;11;"C";0.0460168855;145;1;21.7311534480099
1995;11;"C";0.0460168855;150;2;43.4623068960197
1995;11;"C";0.0460168855;140;3;65.1934603440296
1995;11;"C";0.0460168855;110;2;43.4623068960197
1995;11;"C";0.0460168855;115;4;86.9246137920395
1995;11;"C";0.0460168855;125;3;65.1934603440296
1995;11;"C";0.0460168855;130;6;130.386920688059
1995;11;"C";0.0460168855;125;1;21.7311534480099
1995;11;"C";0.0460168855;160;3;65.1934603440296
1995;11;"C";0.0460168855;170;2;43.4623068960197
1995;11;"C";0.0460168855;175;1;21.7311534480099
1995;11;"C";0.0460168855;155;1;21.7311534480099
1995;11;"C";0.0460168855;195;1;21.7311534480099
1995;11;"C";0.0460168855;110;1;21.7311534480099
1995;11;"C";0.0460168855;155;1;21.7311534480099
1995;11;"C";0.0460168855;135;1;21.7311534480099
1995;12;"C";0.048042365;130;2;41.6299239223548
1995;12;"C";0.048042365;125;1;20.8149619611774
1995;12;"C";0.048042365;140;1;20.8149619611774
1995;12;"C";0.048042365;145;1;20.8149619611774
1995;12;"C";0.048042365;110;7;145.704733728242
1995;12;"C";0.048042365;150;3;62.4448858835322
1995;12;"C";0.048042365;115;3;62.4448858835322
1995;12;"C";0.048042365;120;3;62.4448858835322
1995;12;"C";0.048042365;145;2;41.6299239223548
1995;12;"C";0.048042365;175;1;20.8149619611774
1995;12;"C";0.048042365;100;1;20.8149619611774
1995;12;"C";0.048042365;115;1;20.8149619611774
1995;12;"C";0.048042365;120;3;62.4448858835322
1995;12;"C";0.048042365;110;1;20.8149619611774
1995;12;"C";0.048042365;120;1;20.8149619611774
1995;12;"C";0.048042365;140;1;20.8149619611774
1995;12;"C";0.048042365;145;1;20.8149619611774
1995;12;"C";0.048042365;150;1;20.8149619611774
1995;12;"C";0.048042365;170;1;20.8149619611774
1995;12;"C";0.048042365;135;3;62.4448858835322
1995;12;"C";0.048042365;140;2;41.6299239223548
1995;12;"C";0.048042365;145;1;20.8149619611774
1995;12;"C";0.048042365;150;3;62.4448858835322
1995;12;"C";0.048042365;155;3;62.4448858835322
1995;12;"C";0.048042365;160;2;41.6299239223548
1995;12;"C";0.048042365;165;5;104.074809805887
1995;12;"C";0.048042365;130;4;83.2598478447096
1995;12;"C";0.048042365;135;4;83.2598478447096
1995;12;"C";0.048042365;140;1;20.8149619611774
1995;12;"C";0.048042365;140;3;62.4448858835322
1995;12;"C";0.048042365;175;4;83.2598478447096
1995;12;"C";0.048042365;180;3;62.4448858835322
1995;12;"C";0.048042365;105;1;20.8149619611774
1995;12;"C";0.048042365;195;1;20.8149619611774
1995;12;"C";0.048042365;185;3;62.4448858835322
1995;12;"C";0.048042365;160;1;20.8149619611774
1995;12;"C";0.048042365;120;3;62.4448858835322
1995;12;"C";0.048042365;125;5;104.074809805887
1995;12;"C";0.048042365;125;1;20.8149619611774
1995;12;"C";0.048042365;170;2;41.6299239223548
1995;12;"C";0.048042365;135;2;41.6299239223548
1995;12;"C";0.048042365;130;1;20.8149619611774
1995;12;"C";0.048042365;155;1;20.8149619611774
1995;12;"C";0.048042365;160;1;20.8149619611774
1995;12;"C";0.048042365;185;1;20.8149619611774
1995;12;"C";0.048042365;180;1;20.8149619611774
1995;13;"B";0.04775349125;105;1;20.9408772808836
1995;13;"B";0.04775349125;110;3;62.8226318426509
1995;13;"B";0.04775349125;115;1;20.9408772808836
1995;13;"B";0.04775349125;120;1;20.9408772808836
1995;13;"B";0.04775349125;155;1;20.9408772808836
1995;13;"B";0.04775349125;165;1;20.9408772808836
1995;13;"B";0.04775349125;145;2;41.8817545617673
1995;13;"B";0.04775349125;140;1;20.9408772808836
1995;13;"B";0.04775349125;90;1;20.9408772808836
1995;13;"B";0.04775349125;150;2;41.8817545617673
1995;13;"B";0.04775349125;170;1;20.9408772808836
1995;13;"B";0.04775349125;125;1;20.9408772808836
1995;13;"B";0.04775349125;185;1;20.9408772808836
1995;13;"B";0.04775349125;170;1;20.9408772808836
1995;13;"B";0.04775349125;110;2;41.8817545617673
1995;13;"B";0.04775349125;140;1;20.9408772808836
1995;13;"B";0.04775349125;125;1;20.9408772808836
1995;13;"B";0.04775349125;125;1;20.9408772808836
1995;14;"B";0.04797183435;150;1;20.8455651852721
1995;14;"B";0.04797183435;130;1;20.8455651852721
1995;14;"B";0.04797183435;125;1;20.8455651852721
1995;14;"B";0.04797183435;140;1;20.8455651852721
1995;14;"B";0.04797183435;195;1;20.8455651852721
1995;15;"A";0.04570178973;180;1;21.8809811586781
1995;15;"A";0.04570178973;110;1;21.8809811586781
1995;15;"A";0.04570178973;105;3;65.6429434760344
1995;15;"A";0.04570178973;110;2;43.7619623173563
1995;15;"A";0.04570178973;135;1;21.8809811586781
1995;15;"A";0.04570178973;115;1;21.8809811586781
1995;15;"A";0.04570178973;120;2;43.7619623173563
1995;15;"A";0.04570178973;115;5;109.404905793391
1995;15;"A";0.04570178973;100;1;21.8809811586781
