"Length","Year","Frequency"
105,2004,0.215740603660431
110,2004,1.13242851719799
115,2004,0.997695465919856
120,2004,0.997695465919856
145,2004,0.215740603660431
150,2004,0.350473654938563
165,2004,0
15,2005,0
30,2005,0.258908911980933
40,2005,0.776726735942798
45,2005,0.517817823961865
50,2005,0.629662831203646
60,2005,2.75729020782081
65,2005,1.49796454541352
70,2005,1.45210332701208
75,2005,1.82285724623479
80,2005,6.20490587523357
85,2005,1.6704721810436
90,2005,2.34067507019666
95,2005,0.553470298608052
100,2005,4.73253251924679
105,2005,0.954555532024916
115,2005,0
165,2005,0
15,2006,0
20,2006,0.102682596400012
30,2006,0.102682596400012
40,2006,2.63045279535521
45,2006,3.28278499892975
55,2006,2.24488738192969
60,2006,1.3152263976776
65,2006,0
75,2006,1.09929921434906
80,2006,1.41790899407762
85,2006,3.14398408804913
90,2006,7.68144940469701
95,2006,4.93209899129102
100,2006,3.65650513296367
105,2006,1.64403299709701
110,2006,0.232415246063021
115,2006,0.929660984252084
125,2006,0.697245738189063
165,2006,0
15,2007,0
30,2007,1.00120442899706
35,2007,0.333734809665686
40,2007,2.40172527377009
45,2007,0.538922265582741
50,2007,1.68104047362254
55,2007,1.00120442899706
60,2007,2.773126169902
65,2007,2.33745159689578
70,2007,7.39799685193322
75,2007,2.9295890432947
80,2007,4.98782894057694
85,2007,3.00492121622715
90,2007,8.62255368966923
95,2007,7.45513582045732
100,2007,5.38714535635291
105,2007,0.46359009265029
110,2007,0.936930752122743
115,2007,0
165,2007,0
15,2008,0
20,2008,0.89710546669374
25,2008,0.209725123049383
30,2008,0.419450246098766
40,2008,2.12435114697105
45,2008,0.419450246098766
50,2008,4.96718769560544
55,2008,0.718485401663346
60,2008,6.94001869402332
65,2008,0
70,2008,4.29736426479217
75,2008,0.718485401663346
80,2008,2.664216483604
85,2008,1.01752055722793
90,2008,3.32049176922937
100,2008,4.33632966489686
110,2008,2.4783795210102
115,2008,0
120,2008,0.419450246098766
130,2008,0.516774187798904
165,2008,0
180,2008,0.677837339998218
200,2008,0.419450246098766
15,2009,0
50,2009,3.37925726109921
55,2009,1.67593796846337
60,2009,2.45787282288415
65,2009,2.70939066630025
70,2009,2.98828983388882
75,2009,6.87058278182023
80,2009,6.61906493840413
85,2009,7.23416888485816
90,2009,6.8979641059927
95,2009,8.43445249066179
100,2009,4.66422780235219
105,2009,1.42442012504727
110,2009,0.251517843416104
115,2009,0.251517843416104
120,2009,0.390967427210388
125,2009,1.03345269783688
130,2009,0.390967427210388
140,2009,0.390967427210388
145,2009,0.390967427210388
165,2009,0
15,2010,0
40,2010,0.346948825002841
45,2010,0.693897650005681
50,2010,1.25805136403768
55,2010,0.693897650005681
60,2010,0.911102539034838
65,2010,0.911102539034838
70,2010,1.04084647500852
80,2010,1.25805136403768
85,2010,1.25805136403768
90,2010,1.7347441250142
95,2010,2.25661485612799
100,2010,0.693897650005681
105,2010,1.20018439947408
110,2010,0.253143374734199
115,2010,0.217204889029157
165,2010,0
15,2011,0
20,2011,0.221851973035586
40,2011,0.554862594185061
45,2011,1.3320424845979
50,2011,3.99612745379371
55,2011,3.33010621149476
60,2011,2.33060902485414
65,2011,3.66265150945204
70,2011,0.221851973035586
75,2011,1.66505310574738
80,2011,2.21991569993244
85,2011,0.887873215334537
90,2011,2.44176767296803
95,2011,0.665555919106757
100,2011,0.554862594185061
105,2011,0.666021242298952
110,2011,0.333010621149476
115,2011,0.666021242298952
120,2011,0.333010621149476
165,2011,0
15,2012,0.33831599948642
35,2012,0.226586467379313
40,2012,0.564902466865733
45,2012,2.14475293219073
50,2012,1.12980493373147
55,2012,3.27143046275709
60,2012,2.93311446327067
65,2012,6.20454492602777
70,2012,1.24153446583857
75,2012,0.489597133012612
80,2012,1.57985046532499
85,2012,2.25648246429783
90,2012,1.91816646481141
95,2012,0.903218466352153
100,2012,1.35639140111078
105,2012,0.791488934245047
110,2012,0.33831599948642
115,2012,0
120,2012,0.226586467379313
130,2012,0.226586467379313
165,2012,0
15,2013,0
30,2013,0.306617727505706
35,2013,0.510433332992833
40,2013,0.306617727505706
45,2013,1.43028651550995
50,2013,2.75777090900132
55,2013,4.01779842806817
60,2013,2.24733757600849
65,2013,1.56485660802252
70,2013,1.83970636503424
75,2013,0.919853182517118
80,2013,2.04352197052136
85,2013,0.407631210974254
90,2013,0.203815605487127
95,2013,0.71424893847996
100,2013,0.645003425505406
105,2013,0.817051060498539
110,2013,0.203815605487127
115,2013,0.203815605487127
130,2013,0.203815605487127
165,2013,0
15,2014,0
55,2014,0.495880048336877
60,2014,0.411916194238248
65,2014,0.701838145456001
70,2014,1.5256705339325
75,2014,0.991760096673753
80,2014,1.28168204789151
85,2014,0.289921951217752
90,2014,0.617874291357373
95,2014,0.411916194238248
100,2014,0.823832388476497
105,2014,0.823832388476497
110,2014,0.907796242575125
115,2014,0.205958097119124
120,2014,0.411916194238248
130,2014,0.289921951217752
165,2014,0
15,2015,0
45,2015,0.794276183696066
50,2015,0.591886875158387
55,2015,0.903111363192231
60,2015,0.591886875158387
65,2015,1.82565759776466
70,2015,1.88449580497133
75,2015,0.591886875158387
80,2015,0.903111363192231
85,2015,0.295943437579194
90,2015,0.295943437579194
95,2015,0.404778617075358
100,2015,0.295943437579194
105,2015,0.295943437579194
115,2015,0
165,2015,0
15,2016,0
40,2016,0.294622898844217
50,2016,0.200755219393776
55,2016,0.294622898844217
60,2016,0.294622898844217
65,2016,0.495378118237993
70,2016,0.696133337631769
80,2016,0.790001017082209
95,2016,0.200755219393776
100,2016,0.602265658181328
105,2016,0.200755219393776
110,2016,0.401510438787552
115,2016,0.200755219393776
165,2016,0
15,2017,0
35,2017,1.20578372291482
40,2017,0.771648801241842
45,2017,0.607283220020898
50,2017,0.303641610010449
55,2017,0.607283220020898
60,2017,0.303641610010449
65,2017,0
80,2017,0.303641610010449
90,2017,0.36972089360357
95,2017,0.36972089360357
100,2017,0.36972089360357
105,2017,0.36972089360357
110,2017,1.10916268081071
115,2017,0.739441787207139
125,2017,0.36972089360357
130,2017,0.401927907638272
165,2017,0
