"year","month","haul_number","strata","meandepth","ptot","sqkm","W_sqkm"
1995,6,84,"C",114.5,NA,0.0464855915,NA
1995,6,85,"B",90,NA,0.04925547177,NA
1995,6,86,"B",76.5,NA,0.0482426568,NA
1995,6,9,"D",226,NA,0.10901307698,NA
1996,6,1,"A",38,NA,0.04593514779,NA
1996,6,10,"D",221.5,NA,0.0822840415,NA
1996,6,103,"B",85.9,NA,0.0395837184,NA
1996,6,104,"C",116.5,NA,0.0424681115,NA
1996,6,105,"C",171,NA,0.04418620448,NA
1996,6,107,"C",155,NA,0.0467729540132,NA
1996,6,11,"C",116.5,NA,0.0425350695,NA
1996,6,12,"B",99.5,NA,0.04130884617,NA
1996,6,13,"A",20,NA,0.04399597404,NA
1996,6,132,"D",342.5,NA,0.0904467013,NA
1996,6,134,"E",544.5,NA,0.08778102942,NA
1996,6,14,"B",70,NA,0.0408858144,NA
1996,6,15,"A",19.5,NA,0.04450791591,NA
1996,6,16,"C",160.5,NA,0.04593024998,NA
1996,6,17,"C",164.5,NA,0.04776058928,NA
1996,6,18,"C",163.5,NA,0.048083986,NA
1996,6,19,"C",170,NA,0.0465521068,NA
1996,6,2,"C",149,NA,0.04960670304,NA
1996,6,20,"C",185.5,NA,0.04922917393,NA
1996,6,21,"D",214.5,NA,0.10354865034,NA
1996,6,22,"D",232,NA,0.09196857162,NA
1996,6,23,"C",176,NA,0.05013481302,NA
1996,6,24,"C",140.5,NA,0.04454939056,NA
1996,6,25,"C",120.5,NA,0.04462661062692,NA
1996,6,26,"B",94,NA,0.04391660204,NA
1996,6,27,"B",93,280,0.04494641646,6.22964013714387
1996,6,28,"B",93.5,NA,0.04581598176,NA
1996,6,29,"B",67.3,NA,0.04582728252,NA
1996,6,3,"C",143.5,NA,0.049379677828,NA
1996,6,30,"B",69.5,NA,0.04470288372,NA
1996,6,31,"B",65.5,NA,0.04603609944,NA
1996,6,32,"B",90.05,NA,0.04593117999,NA
1996,6,33,"A",32,NA,0.04784329476,NA
1996,6,34,"A",19.5,NA,0.0404373207,NA
1996,6,35,"A",20,NA,0.044424953,NA
1996,6,36,"B",92,NA,0.04734647253,NA
1996,6,37,"C",128.5,NA,0.0473463644,NA
1996,6,38,"A",28.5,NA,0.0394972705,NA
1996,6,39,"B",81,NA,0.04861365306,NA
1996,6,4,"C",148,NA,0.04816661774,NA
1996,6,40,"A",37.75,NA,0.0430214589,NA
1996,6,41,"A",22.65,NA,0.0438639553,NA
1996,6,42,"A",24,NA,0.0437578206,NA
1996,6,43,"B",68.5,NA,0.04370698764,NA
1996,6,44,"B",71.65,NA,0.0451501788,NA
1996,6,45,"B",70.9,NA,0.0438969114,NA
1996,6,46,"B",76.5,NA,0.0448246548,NA
1996,6,47,"B",80.9,NA,0.04589826621,NA
1996,6,48,"B",78.15,NA,0.0458012268,NA
1996,6,49,"B",75.1,NA,0.0423343962,NA
1996,6,5,"C",141,NA,0.04903066892,NA
1996,6,50,"B",72.9,NA,0.0421390818,NA
1996,6,51,"B",68.5,NA,0.0419437674,NA
1996,6,52,"B",66.3,NA,0.0446618928,NA
1996,6,53,"B",66.7,NA,0.0505538772,NA
1996,6,54,"B",68.05,NA,0.0454431504,NA
1996,6,55,"B",63.4,NA,0.04271109156,NA
1996,6,56,"A",50.6,NA,0.0434641641,NA
1996,6,57,"A",20.85,NA,0.0428329325,NA
1996,6,58,"A",15.95,376,0.04559855884,8.24587464089249
1996,6,59,"A",16.35,NA,0.041240912,NA
1996,6,6,"C",134.5,NA,0.04674347462,NA
1996,6,60,"A",50.85,90,0.0822641127,1.09403720584954
1996,6,61,"A",45.6,NA,0.0431321352,NA
1996,6,62,"A",41.4,50,0.0437171385,1.14371621097753
1996,6,63,"A",41.65,NA,0.0468160749,NA
1996,6,64,"A",37.85,520,0.04140523791,12.5587975398256
1996,6,65,"A",16.55,NA,0.03773826393,NA
1996,6,66,"A",34.6,NA,0.0421676703,NA
1996,6,67,"A",29.7,NA,0.0432726334,NA
1996,6,68,"A",11.3,200,0.03772351666,5.30173265134821
1996,6,69,"A",10.05,2600,0.05339379913632,48.6947930669239
1996,6,7,"C",173.5,NA,0.04762442224,NA
1996,6,70,"A",25.5,NA,0.0428026083,NA
1996,6,71,"A",26,NA,0.0527792701,NA
1996,6,72,"A",23.3,NA,0.0539012655,NA
1996,6,73,"A",32,NA,0.0445234293,NA
1996,6,74,"A",32.55,NA,0.0470055717,NA
1996,6,75,"A",33.25,NA,0.04464753642,NA
1996,6,76,"A",23.75,NA,0.0387846518,NA
1996,6,77,"A",21.5,700,0.0421658001,16.6011316834944
1996,6,79,"A",24.45,NA,0.0416351266,NA
1996,6,8,"E",732.5,NA,0.08973809837,NA
1996,6,84,"A",38.95,130,0.04171550571,3.11634721400097
1996,6,9,"D",236.5,NA,0.08660896464,NA
1997,6,1,"A",38,NA,0.0434942710074,NA
1997,6,10,"A",29.9,60,0.0403616521647,1.48655956290302
1997,6,106,"B",80.5,540,0.0583194330753,9.25934926875525
1997,6,11,"A",30,250,0.0441461436552,5.66300879987628
1997,6,12,"A",20.5,NA,0.039734708986,NA
1997,6,13,"A",24,100,0.0406780645238,2.45832738530349
1997,6,137,"C",170,NA,0.0486553746726,NA
1997,6,14,"A",33,150,0.0390926568627,3.83703774667517
1997,6,15,"A",38,140,0.041680220253,3.35890739420753
1997,6,16,"A",38,110,0.03376101477,3.2581959028597
1997,6,17,"A",45,NA,0.04484863793016,NA
1997,6,18,"B",62,NA,0.0413317754892,NA
1997,6,19,"B",64,NA,0.04163126436,NA
1997,6,2,"A",19.75,300,0.041000744336,7.3169403350707
1997,6,20,"B",61,NA,0.0409565475468,NA
1997,6,21,"A",48,NA,0.055395113166,NA
1997,6,22,"A",15.5,560,0.0403663749167,13.8729326365227
1997,6,23,"A",36,NA,0.0421154409042,NA
1997,6,24,"A",18.5,350,0.0432341290409,8.09545624635796
1997,6,25,"B",63,NA,0.0399665947176,NA
1997,6,26,"B",68.5,NA,0.0400160682648,NA
1997,6,27,"B",68,200,0.0405368255376,4.93378544934382
1997,6,28,"B",64.5,110,0.05397215435892,2.03808799753461
1997,6,29,"B",63.5,NA,0.0322556283756,NA
1997,6,3,"A",15.75,NA,0.04229766264863,NA
1997,6,30,"B",70,300,0.0369824403024,8.11195793319597
1997,6,31,"B",68,400,0.0349259148972,11.4528137967853
1997,6,32,"B",64.5,NA,0.0383615957448,NA
1997,6,33,"B",67,NA,0.04530925593,NA
1997,6,34,"B",58.5,NA,0.0399399304032,NA
1997,6,35,"A",26.5,NA,0.0395479748592,NA
1997,6,36,"B",90,NA,0.0385448340513,NA
1997,6,37,"C",153,NA,0.0471090868644,NA
1997,6,38,"A",15.5,NA,0.0386906426266,NA
1997,6,39,"A",16.5,NA,0.0361892106892,NA
1997,6,4,"A",15,200,0.031343847658,6.38083754688468
1997,6,40,"B",57,NA,0.0465443276976,NA
1997,6,41,"A",22.5,NA,0.042931637771,NA
1997,6,42,"B",84.5,NA,0.0441969529218,NA
1997,6,43,"C",138.5,NA,0.04472727442,NA
1997,6,44,"C",173,NA,0.0446307487317,NA
1997,6,45,"D",205,NA,0.0948511266276,NA
1997,6,46,"D",220,NA,0.0886825937054,NA
1997,6,47,"C",152,NA,0.0490636706028,NA
1997,6,48,"C",144.5,NA,0.0465030650858,NA
1997,6,49,"C",149,NA,0.0441416640374,NA
1997,6,5,"A",32,130,0.04289117245776,3.03092670474388
1997,6,50,"C",144.5,NA,0.044158097952,NA
1997,6,51,"C",157.5,NA,0.0464137270456,NA
1997,6,52,"C",169,NA,0.045187973085,NA
1997,6,53,"C",161,NA,0.0444469643616,NA
1997,6,54,"C",151.5,NA,0.0520592530168,NA
1997,6,55,"C",128,NA,0.0441675867816,NA
1997,6,56,"C",137.5,NA,0.0439766848924,NA
1997,6,57,"C",113,NA,0.04574101854,NA
1997,6,58,"D",333.5,NA,0.0937322133405,NA
1997,6,59,"E",564,NA,0.0910021409295,NA
1997,6,6,"A",27.5,350,0.0456239491866,7.6714095609855
1997,6,60,"E",721.5,NA,0.1057862150386,NA
1997,6,61,"D",222.5,NA,0.086995341384,NA
1997,6,62,"D",230.5,NA,0.0868723030476,NA
1997,6,63,"C",121,NA,0.0387824011852,NA
1997,6,64,"C",106.5,NA,0.05194869472,NA
1997,6,65,"A",19.5,NA,0.039887997817,NA
1997,6,66,"B",65.5,NA,0.042544038024,NA
1997,6,67,"A",17.5,NA,0.042106971152,NA
1997,6,68,"A",27.5,NA,0.0414199756305,NA
1997,6,69,"C",121,NA,0.0463662441092,NA
1997,6,7,"A",13.1,11400,0.0468423435918,243.36954827332
1997,6,70,"C",159,NA,0.0434360942984,NA
1997,6,71,"C",106,NA,0.043195107985,NA
1997,6,72,"B",91,NA,0.0454576694898,NA
1997,6,73,"B",91,NA,0.0455870606887,NA
1997,6,74,"B",86.5,NA,0.0463876941186,NA
1997,6,75,"B",81.5,NA,0.06042375914271,NA
1997,6,76,"B",76,NA,0.040306218918,NA
1997,6,77,"B",74.5,NA,0.048094706142,NA
1997,6,78,"A",31,NA,0.04371673302,NA
1997,6,79,"A",19.5,NA,0.048172872499,NA
1997,6,8,"A",10,3000,0.03854936378,77.8222960337531
1997,6,80,"A",19.5,100,0.039906950442,2.50582915738796
1997,6,82,"A",22.5,50,0.045312239092,1.10345462952034
1997,6,84,"A",20,NA,0.043333736663,NA
1997,6,86,"A",36.5,40,0.039295304097,1.01793333629027
1997,6,9,"A",19.5,850,0.0420244104828,20.2263396496161
1997,6,99,"C",148.5,NA,0.0425594338472,NA
1998,6,1,"A",33,NA,0.04882063833,NA
1998,6,10,"B",79.5,NA,0.04231066419,NA
1998,6,100,"C",156.5,NA,0.04886694648,NA
1998,6,107,"C",179,NA,0.04998738435552,NA
1998,6,11,"B",77,NA,0.0449192187,NA
1998,6,113,"D",442.5,NA,0.1036191183168,NA
1998,6,116,"D",345,NA,0.10763468217,NA
1998,6,117,"D",410,NA,0.08599568145,NA
1998,6,12,"B",73.5,NA,0.0454424859,NA
1998,7,126,"A",31.3,NA,0.04278655296,NA
1998,7,127,"A",14.5,100,0.04573347372,2.18658220917665
1998,7,128,"A",14,86,0.03793023855,2.26732030400057
1998,7,129,"A",25.5,NA,0.0442430078,NA
1998,6,13,"B",72.5,NA,0.0430179966,NA
1998,7,130,"A",33,NA,0.04033133044,NA
1998,7,131,"A",33,NA,0.04585167152,NA
1998,7,132,"A",30,NA,0.04258325428,NA
1998,7,133,"A",23.5,NA,0.0380078055,NA
1998,7,134,"A",33,NA,0.04300549,NA
1998,7,135,"A",29,NA,0.0420671884,NA
1998,7,136,"A",29.5,NA,0.0376884476,NA
1998,7,137,"A",32.5,NA,0.04364666276,NA
1998,7,138,"A",40,NA,0.0485078412,NA
1998,7,139,"A",38,NA,0.0440333565,NA
1998,6,14,"B",68.5,NA,0.0473149134,NA
1998,6,15,"A",19,NA,0.0486551789,NA
1998,6,16,"A",32,NA,0.04647223712,NA
1998,6,17,"A",41,NA,0.04637248887,NA
1998,6,18,"B",71,NA,0.0481732866,NA
1998,6,19,"B",74,NA,0.0434802339,NA
1998,6,2,"A",50,NA,0.0468951294,NA
1998,6,20,"B",65.5,NA,0.04532380276,NA
1998,6,21,"B",87.5,NA,0.05044970352,NA
1998,6,22,"C",178,NA,0.0497081522,NA
1998,6,23,"C",146,NA,0.0497009696,NA
1998,6,24,"C",132,NA,0.04914926418,NA
1998,6,25,"C",148.5,NA,0.04956480256,NA
1998,6,26,"C",115,NA,0.054169022,NA
1998,6,27,"B",96.5,NA,0.05070958662,NA
1998,6,28,"B",98,NA,0.04838208264,NA
1998,6,29,"B",90.5,NA,0.0497287217,NA
1998,6,3,"B",66.5,NA,0.05013212364,NA
1998,6,30,"A",24,NA,0.0479206795,NA
1998,6,31,"A",37.5,NA,0.04843976424,NA
1998,6,32,"B",94.5,NA,0.05291917326,NA
1998,6,33,"C",148,NA,0.05268896696,NA
1998,6,34,"C",182.5,NA,0.05215528571,NA
1998,6,35,"C",169,NA,0.05070060412,NA
1998,6,36,"D",204,NA,0.1050440472,NA
1998,6,37,"D",230.5,NA,0.10103093428,NA
1998,6,38,"C",177.5,NA,0.04915875492,NA
1998,6,39,"C",167,NA,0.05035837932,NA
1998,6,4,"B",70.5,NA,0.0477869232,NA
1998,6,40,"C",162.5,NA,0.05196562362,NA
1998,6,41,"C",139,NA,0.05964116352,NA
1998,6,42,"C",119.5,NA,0.05258647804,NA
1998,6,43,"C",145,NA,0.05116337336,NA
1998,6,44,"C",153,NA,0.04802197509,NA
1998,6,45,"C",153.5,NA,0.05257749832,NA
1998,6,46,"C",150.5,NA,0.05084136856,NA
1998,6,47,"A",15,NA,0.0454104895,NA
1998,6,48,"B",76.5,NA,0.0473920185,NA
1998,6,49,"A",25.5,NA,0.04235607936,NA
1998,6,5,"B",66,NA,0.051351411,NA
1998,6,50,"C",110.5,NA,0.046267978,NA
1998,6,51,"C",125.5,NA,0.04930832084,NA
1998,6,52,"D",230,NA,0.0919341071,NA
1998,6,53,"D",243.5,NA,0.09377795892,NA
1998,6,54,"A",39.5,NA,0.0427526736,NA
1998,6,55,"B",70.5,NA,0.0460779222,NA
1998,6,56,"A",23,NA,0.04560747714,NA
1998,6,57,"A",31,NA,0.048087957,NA
1998,6,58,"A",47.5,NA,0.04421667594,NA
1998,6,59,"A",40.5,130,0.0477331071,2.72347659513663
1998,6,6,"B",70.5,NA,0.0397790328,NA
1998,6,60,"A",42.5,NA,0.0434483532,NA
1998,6,61,"A",37,NA,0.0468476967,NA
1998,6,62,"A",16,NA,0.04792792224,NA
1998,6,63,"B",51.5,NA,0.0485459514,NA
1998,6,64,"A",21.5,NA,0.0477302908,NA
1998,6,65,"A",16.25,3,0.0421203138,0.0712245405920979
1998,6,7,"B",70.5,NA,0.04270710424,NA
1998,6,8,"B",81.5,NA,0.04848199794,NA
1998,6,9,"B",80,NA,0.0469021365,NA
1998,6,97,"B",88,NA,0.04334744826,NA
1998,6,98,"B",75.5,NA,0.05073659187,NA
1999,8,1,"A",12,60,0.04997849803,1.20051626929614
1999,8,10,"A",36,118,0.0448040055,2.63369309692634
1999,8,11,"B",66,40,0.054212085,0.737842862896714
1999,8,12,"B",66,NA,0.04094417916,NA
1999,8,13,"B",54,NA,0.0501363639,NA
1999,8,14,"A",23,600,0.05433398334,11.0428126766529
1999,8,15,"A",14,750,0.04938860723,15.1856884019282
1999,8,16,"A",32,25,0.03876796161,0.644862380217364
1999,8,17,"A",28,120,0.04827135798,2.48594622197534
1999,8,18,"A",19,250,0.0355551245,7.03133524395337
1999,8,19,"A",21,800,0.0470176721,17.0148789650519
1999,8,2,"A",21,700,0.05425032483,12.9031485469172
1999,8,20,"A",21,700,0.0487764757,14.3511803580348
1999,8,21,"A",21,225,0.0455166242,4.94324884489127
1999,8,22,"A",27,260,0.04782737784,5.43621690634587
1999,8,23,"A",31,NA,0.04681941102,NA
1999,8,24,"A",30,NA,0.0519698565,NA
1999,8,25,"A",21,1100,0.049276825,22.3228667837264
1999,8,26,"A",13,140,0.04869548554,2.87500983812965
1999,8,27,"A",38,NA,0.0466953039,NA
1999,8,28,"A",49.5,100,0.0431005134,2.32015797751495
1999,8,29,"A",45,NA,0.0459306645,NA
1999,8,3,"A",15,NA,0.0468963186,NA
1999,8,30,"B",65,NA,0.04637341908,NA
1999,8,31,"B",66,NA,0.04812426864,NA
1999,8,32,"B",62,NA,0.04592365956,NA
1999,8,33,"A",37,NA,0.052966515,NA
1999,8,34,"A",37,NA,0.04777088616,NA
1999,8,37,"A",23,2400,0.0438336311,54.752479768896
1999,8,38,"A",24,880,0.0455621105,19.3142940558032
1999,8,39,"A",36,20,0.04258425555,0.469657147734264
1999,8,4,"A",21,230,0.0454104895,5.0649090668798
1999,8,40,"B",94,NA,0.05297472891,NA
1999,8,41,"C",181,NA,0.05106264,NA
1999,8,42,"D",234,NA,0.05266630656,NA
1999,8,43,"D",202,NA,0.05628368634,NA
1999,8,44,"D",214,NA,0.10610409222,NA
1999,8,45,"D",203,NA,0.10849732358,NA
1999,8,46,"A",19,1360,0.047154131,28.8415876013069
1999,9,47,"A",50,NA,0.0463401351882,NA
1999,9,48,"A",18,2400,0.0466082954,51.4929795093944
1999,9,49,"A",14,800,0.04871023281,16.4236537961232
1999,8,5,"A",49,NA,0.0493616298,NA
1999,9,50,"B",68.5,NA,0.0484867998,NA
1999,9,51,"B",67,NA,0.0476241612,NA
1999,9,52,"B",66,NA,0.0462569604,NA
1999,9,53,"B",67,NA,0.0456710172,NA
1999,9,54,"B",69,NA,0.0426110916,NA
1999,9,55,"B",73.5,NA,0.0490239144,NA
1999,9,56,"B",72,NA,0.0355797732,NA
1999,9,57,"B",76,NA,0.043620216,NA
1999,9,58,"B",78,NA,0.0469242846,NA
1999,9,59,"B",85,NA,0.04798829124,NA
1999,8,6,"B",59,NA,0.04364367366,NA
1999,9,60,"C",116.5,NA,0.0504941264,NA
1999,9,61,"C",132.5,NA,0.05203045312,NA
1999,9,62,"C",124.5,NA,0.0542192405,NA
1999,9,63,"B",88,NA,0.0518392035,NA
1999,9,64,"C",130.5,NA,0.0534157445,NA
1999,9,65,"B",100,40,0.05077649487,0.787766073700235
1999,9,66,"B",97.5,NA,0.04971346063,NA
1999,9,67,"B",100,NA,0.05054395613,NA
1999,9,68,"C",169,NA,0.05502820064,NA
1999,9,69,"C",166,NA,0.05223274094,NA
1999,8,7,"A",50.5,NA,0.0388562195931,NA
1999,9,70,"C",158.5,NA,0.05802417992,NA
1999,9,71,"C",152.5,NA,0.05094513526,NA
1999,9,72,"C",168,NA,0.05817736784,NA
1999,9,73,"C",133,NA,0.05533290416,NA
1999,9,74,"C",115.5,NA,0.05457077,NA
1999,9,75,"C",139.5,NA,0.049247609,NA
1999,9,76,"C",146.5,NA,0.0556867382,NA
1999,9,77,"C",146,NA,0.04845841424,NA
1999,9,78,"C",144.5,NA,0.0486943036,NA
1999,9,79,"A",33,500,0.04999965597,10.0000688064734
1999,8,8,"A",19,1300,0.0407254006,31.9211101879253
1999,9,80,"A",20.5,540,0.0460776219,11.7193548133177
1999,9,81,"B",51.5,105,0.0480493251,2.1852544189013
1999,9,82,"A",27.5,486,0.0512933843,9.47490610402168
1999,9,83,"C",107,NA,0.05361678948,NA
1999,9,84,"C",124,NA,0.0489630375,NA
1999,9,85,"D",253.5,NA,0.11276088502,NA
1999,9,86,"D",331.5,NA,0.10891733432,NA
1999,8,9,"A",19,1000,0.0518392199,19.2904137432824
2000,6,1,"A",21.55,NA,0.0407102385,NA
2000,6,10,"B",65.5,NA,0.04316085108,NA
2000,7,100,"C",144.5,NA,0.04630297794,NA
2000,7,101,"C",180,NA,0.05172645432,NA
