"Length","Year","Frequency"
165,2001,0.257119502889329
190,2001,0.257119502889329
195,2001,0.514239005778657
215,2001,0
15,2002,0
25,2002,0.381191902648574
35,2002,0.198518827378121
40,2002,0.595556482134362
45,2002,2.97778241067181
50,2002,4.16889537494053
55,2002,4.56593302969678
60,2002,4.56593302969678
65,2002,3.57333889280617
70,2002,2.77926358329369
75,2002,0.794075309512483
80,2002,0.381191902648574
85,2002,0.383305523042569
90,2002,0.198518827378121
95,2002,0.397037654756241
100,2002,0.198518827378121
105,2002,0.198518827378121
115,2002,0.198518827378121
120,2002,0.198518827378121
165,2002,0
215,2002,0
15,2003,0
35,2003,0.54931368814179
40,2003,2.38035931528109
45,2003,2.38035931528109
50,2003,0.73241825085572
55,2003,0.36620912542786
60,2003,0.18310456271393
65,2003,0.54931368814179
70,2003,0.18310456271393
75,2003,0.36620912542786
80,2003,0.18310456271393
85,2003,0.18310456271393
100,2003,0.54931368814179
110,2003,0.18310456271393
115,2003,0
125,2003,0.18310456271393
135,2003,0.18310456271393
155,2003,0.18310456271393
160,2003,0.18310456271393
165,2003,0
215,2003,0
15,2004,0
50,2004,0.181909746118959
55,2004,0.181909746118959
60,2004,0.181909746118959
65,2004,0
75,2004,0.181909746118959
85,2004,0.363819492237917
100,2004,0.181909746118959
105,2004,0.181909746118959
115,2004,0
125,2004,0.363819492237917
130,2004,0.363819492237917
150,2004,0.363819492237917
160,2004,0.181909746118959
165,2004,0
215,2004,0
15,2005,0
40,2005,0.519732224508257
45,2005,0.866220374180428
50,2005,0.346488149672171
55,2005,1.73244074836086
60,2005,1.73244074836086
65,2005,1.55919667352477
70,2005,1.55919667352477
75,2005,1.2127085238526
80,2005,0.346488149672171
90,2005,0.173244074836086
115,2005,0
120,2005,0.173244074836086
125,2005,0.187826764202471
140,2005,0.173244074836086
165,2005,0
215,2005,0
15,2006,0
30,2006,0.525740790628084
35,2006,0.876234651046806
40,2006,1.57722237188425
45,2006,4.90691404586212
50,2006,7.18512413858381
55,2006,4.20592632502467
60,2006,5.60790176669956
65,2006,5.95839562711828
70,2006,1.92771623230297
75,2006,1.57722237188425
80,2006,0.350493860418722
85,2006,0.700987720837445
90,2006,0.350493860418722
100,2006,0.525740790628084
105,2006,0.175246930209361
115,2006,0.350493860418722
140,2006,0.175246930209361
165,2006,0
215,2006,0
15,2007,0
35,2007,0.141569013818988
45,2007,0.70784506909494
50,2007,0.70784506909494
55,2007,0.283138027637976
60,2007,0.141569013818988
65,2007,0
75,2007,0.141569013818988
90,2007,0.198079325317002
95,2007,0.424707041456964
100,2007,0.141569013818988
105,2007,0.283138027637976
110,2007,0.424707041456964
115,2007,0.141569013818988
120,2007,0.141569013818988
125,2007,0.141569013818988
140,2007,0.141569013818988
145,2007,0.141569013818988
165,2007,0
215,2007,0
15,2008,0
40,2008,0.341326866350141
45,2008,0.341326866350141
50,2008,0.170663433175071
65,2008,0.170663433175071
75,2008,0.341326866350141
90,2008,0.522881900779935
95,2008,0.853317165875353
100,2008,0.341326866350141
110,2008,0.341326866350141
115,2008,0.170663433175071
120,2008,0.170663433175071
160,2008,0.170663433175071
165,2008,0
215,2008,0
15,2009,0
35,2009,0.180851841947898
40,2009,0.180851841947898
45,2009,0.180851841947898
65,2009,0.180851841947898
75,2009,0.180851841947898
80,2009,0.361703683895796
85,2009,0.361703683895796
90,2009,0.724094036354267
95,2009,0.542555525843694
100,2009,1.9914302671149
105,2009,0.180851841947898
110,2009,0.181538510510573
115,2009,0.361703683895796
120,2009,0.723407367791592
130,2009,0.180851841947898
135,2009,0.180851841947898
140,2009,0.361703683895796
145,2009,0.542555525843694
150,2009,0.180851841947898
160,2009,0.180851841947898
165,2009,0
215,2009,0
15,2010,0
65,2010,0
80,2010,0.167522029600059
90,2010,0.167522029600059
95,2010,0.167522029600059
100,2010,0.335044059200117
115,2010,0
125,2010,0.167522029600059
135,2010,0.167522029600059
165,2010,0
215,2010,0
15,2011,0.168683214834718
40,2011,0.168683214834718
50,2011,0.181103891420046
65,2011,0
75,2011,0.337366429669436
95,2011,0.168683214834718
105,2011,0.168683214834718
115,2011,0
165,2011,0
200,2011,0.168683214834718
215,2011,0
15,2012,0
45,2012,0.167666344174159
50,2012,0.167666344174159
65,2012,0
90,2012,0.167666344174159
95,2012,0.335332688348318
115,2012,0
165,2012,0
215,2012,0
15,2013,0
30,2013,0.123902550567496
40,2013,0.123902550567496
50,2013,0.247805101134993
55,2013,0.123902550567496
65,2013,0
80,2013,0.247805101134993
90,2013,0.247805101134993
95,2013,0.495610202269986
100,2013,0.371707651702489
105,2013,0.619512752837482
115,2013,0
120,2013,0.123902550567496
165,2013,0
215,2013,0
15,2014,0
20,2014,0.128861932536172
25,2014,0.128861932536172
30,2014,0.386585797608517
35,2014,0.644309662680862
40,2014,0.51544773014469
45,2014,1.02647819963086
50,2014,2.57723865072345
55,2014,1.7996497948479
60,2014,5.9188143753469
65,2014,7.473992087098
70,2014,9.2736418819459
75,2014,6.44309662680862
80,2014,9.39366929316504
85,2014,6.30540017295542
90,2014,4.63902957130221
95,2014,4.98545534545564
100,2014,3.93668850376798
105,2014,1.87509992195343
110,2014,1.39539495460531
115,2014,0.497576348746407
120,2014,0.879744885696407
125,2014,0.493159088087889
130,2014,0.377751276291482
135,2014,0.386585797608517
140,2014,0.364297155551717
150,2014,0.128861932536172
165,2014,0
215,2014,0
15,2015,0
40,2015,0.130165036315135
45,2015,0.650825181575674
50,2015,1.30165036315135
55,2015,1.56198043578162
60,2015,1.30165036315135
65,2015,0.390495108945404
70,2015,0.390495108945404
80,2015,0.130165036315135
85,2015,0.26033007263027
90,2015,0.26033007263027
95,2015,0.130165036315135
100,2015,0.520660145260539
115,2015,0
165,2015,0
215,2015,0
15,2016,0
30,2016,0.832033314147095
35,2016,1.42634282425216
40,2016,3.09040945254635
45,2016,5.2299236889246
50,2016,9.39009025966008
55,2016,8.43919504349197
60,2016,8.676918847534
65,2016,5.58650939498764
70,2016,4.27902847275649
75,2016,3.80358086467244
80,2016,3.4469951586094
85,2016,1.7829285303152
90,2016,1.54520472627318
95,2016,0.475447608084055
100,2016,0.237723804042027
105,2016,0.713171412126082
110,2016,0.475447608084055
115,2016,0.118861902021014
165,2016,0
215,2016,0
15,2017,0
30,2017,0.178142406868224
35,2017,0.356284813736448
40,2017,0.178142406868224
45,2017,0.89071203434112
55,2017,0.712569627472896
60,2017,1.78142406868224
65,2017,0.712569627472896
70,2017,2.68144033800332
75,2017,1.61258589679397
80,2017,3.21586755860799
85,2017,3.91913295110093
90,2017,3.77820748415253
95,2017,2.70004880796323
100,2017,2.32515552426687
105,2017,1.62189013177393
110,2017,1.0781586761893
115,2017,1.09676714614922
120,2017,1.7907283036622
125,2017,0.54373145558463
130,2017,0.900016269321078
135,2017,0.365589048716406
140,2017,0.209317105190799
145,2017,0.356284813736448
150,2017,0.178142406868224
165,2017,0.178142406868224
170,2017,0.178142406868224
175,2017,0.178142406868224
215,2017,0
